"n.obs","location","logger","altitude.m.bf","RASTERVALU","altitude.m.pred","altitude.m.diff","N","sd","altitude.m.e_err","altitude.m.rel_err"
4530,"BAOL056X","barodata/BAOL056X_D0924.csv",18.6400173265611,44.25,5.44186921117829,13.1981481153828,4533,0.509189532717312,16.9729844239104,0.777597373906153
3760,"BAOL036X","barodata/BAOL036X_72524.csv",-14.7128472566902,35.1300010681,-2.39786150308129,12.3149857536089,3765,0.509189532717312,16.9729844239104,0.72556395775986
3240,"BAOL095X","barodata/BAOL095X_R6514.csv",-1.78444899705273,52.4000015259,12.4477710496503,14.232220046703,3236,0.625160941539808,20.8386980513269,0.682970692873816
2350,"BAOL052X","barodata/BAOL052X_F6620.csv",-9.33136243832695,5.11999988556,-28.1950496126978,18.8636871743708,2352,0.830781931907105,27.6927310635702,0.681178289388222
1970,"BAOL028X","barodata/BAOL028X_78683.csv",-3.45747981747571,9.64999961853,-24.3009726169284,20.8434927994527,1967,0.933662804173869,31.1220934724623,0.669732992669521
1810,"BAOL503X","barodata/BAOL503X_B_00290.csv",-50.8435204484123,4.21000003815,-28.9773034053773,21.866217043035,1813,0.988903786110689,32.963459537023,0.663347153185665
5790,"BAOL066X","barodata/BAOL066X_B5554.csv",10.0568621802757,36.5600013733,-1.16860507467715,11.2254672549529,5790,0.509189532717312,16.9729844239104,0.661372624553828
1540,"BAOL824X","barodata/BAOL824X_P2_15563.csv",-52.4383735109688,3.20000004768,-29.8455192906877,22.5928542202811,1542,1.04442923853474,34.8143079511582,0.648953133061762
5200,"BAOL900X","barodata/BAOL900X_D0000.csv",-38.2445572909179,5.38000011444,-27.9715482948483,10.2730089960696,5205,0.509189532717312,16.9729844239104,0.605256491109344
4030,"BAOL006X","barodata/BAOL006X_179843.csv",38.9999536131514,71.4700012207,28.840718400259,10.1592352128924,4033,0.509189532717312,16.9729844239104,0.598553263183389
300,"BAOL110X","barodata/BAOL110X_637648.csv",65.6159922607458,54.5400009155,14.2873566755281,51.3286355852177,304,2.60461264794574,86.8204215981913,0.591204634121323
2470,"BAOL077X","barodata/BAOL077X_26425.csv",-14.2237361999465,3.84999990463,-29.2867666109071,15.0630304109606,2471,0.775454445543672,25.8484815181224,0.582743338342713
1260,"BAOL094X","barodata/BAOL094X_R0051.csv",35.6228035211381,103.222831726,56.1360769234226,20.5132734022845,1258,1.06572321951009,35.5241073170031,0.577446555355555
5430,"BAOL031X","barodata/BAOL031X_A7250.csv",18.4355742481312,48.7000007629,9.26717751657277,9.16839673155847,5434,0.509189532717312,16.9729844239104,0.540175876120091
1850,"BAOL090X","barodata/BAOL090X_151137.csv",5.36813407968741,24.4799995422,-11.5528125828963,16.9209466625837,1850,0.940913791764107,31.3637930588036,0.539505748901572
1680,"BAOL838X","barodata/BAOL838X_P2_17222.csv",-1.04475313924887,15.9200000763,-18.911156726132,17.8664035868831,1678,1.00224794744803,33.4082649149343,0.53478992795272
1460,"BAOL850X","barodata/BAOL850X_T5742.csv",-46.6184681631253,4.47663402557,-28.7480995780248,17.8703685851005,1461,1.06168712752666,35.3895709175554,0.504961436993172
2000,"BAOL034X","barodata/BAOL034X_F9154.csv",-10.1626007392409,7.88000011444,-25.8224990535053,15.6598983142644,2001,0.931012597822878,31.0337532607626,0.504608584810265
1090,"BAOL515X","barodata/BAOL515X_B_0029D.csv",-28.887091143343,25.6222190857,-10.570938165534,18.3161529778091,1089,1.13609803854294,37.8699346180981,0.483659482450116
1350,"BAOL505X","barodata/BAOL505X_B_B2123.csv",7.15653778865999,26.8099994659,-9.5498987555536,16.7064365442136,1354,1.05864847622958,35.2882825409859,0.473427306211622
1690,"BAOL514X","barodata/BAOL514X_B_0029C.csv",-24.8160060254332,26.7999992371,-9.55849514919995,15.2575108762332,1693,0.971982769847574,32.3994256615858,0.470919177259467
7310,"BAOL037X","barodata/BAOL037X_C7829.csv",-2.19253007087271,26.2000007629,-10.0742656555145,7.88173558464184,7311,0.509189532717312,16.9729844239104,0.464369458416434
4390,"BAOL040X","barodata/BAOL040X_171285.csv",52.7892330748483,90.2600021362,44.9929732851751,7.79625978967317,4390,0.509189532717312,16.9729844239104,0.459333467524445
3140,"BAOL810X","barodata/BAOL810X_P2_15618.csv",-19.6445159619473,4.21999979019,-28.9687074215632,9.32419145961587,3142,0.624214257942077,20.8071419314026,0.448124566572193
1030,"BAOL540X","barodata/BAOL540X_B_B2116.csv",-32.7938374993594,20.1100006104,-15.3093497385182,17.4844877608412,1026,1.1959038304036,39.8634610134532,0.4386093760133
1720,"BAOL038X","barodata/BAOL038X_59979.csv",-44.3427307433502,2.77999997139,-30.2065596288137,14.1361711145365,1721,0.979874106937461,32.6624702312487,0.432795529990632
360,"BAOL539X","barodata/BAOL539X_B_B2122.csv",18.4355742481312,20.6499996185,-14.8451559550449,33.2807302031761,361,2.34573644723076,78.191214907692,0.425632601341025
960,"BAOL091X","barodata/BAOL091X_73922.csv",32.3468570119478,55.4300003052,15.0524176808203,17.2944393311275,961,1.23602772563282,41.2009241877606,0.419758529015354
4130,"BAOL086X","barodata/BAOL086X_179793.csv",-22.7455831529211,19.7099990845,-15.6531989288268,7.09238422409438,4132,0.509189532717312,16.9729844239104,0.417863119823707
360,"BAOL102X","barodata/BAOL102X_T5760.csv",-56.3254114337304,10.25,-23.785200471087,32.5402109626434,363,2.34573644723076,78.191214907692,0.416161981893472
1640,"BAOL552X","barodata/BAOL552X_B_002A7.csv",-3.62068795183089,49.5200004578,9.97206540546331,13.5927533572942,1637,0.981873204146003,32.7291068048668,0.415310855818191
11370,"BAOL901X","barodata/BAOL901X_D0001.csv",-18.3804485772743,8.35000038147,-25.4184775665886,7.03802898931426,11366,0.509189532717312,16.9729844239104,0.414660663884164
840,"BAOL547X","barodata/BAOL547X_B_B2137.csv",-11.2070439074876,46,6.94620368011842,18.1532475876061,837,1.31686607483903,43.8955358279677,0.413555666771013
740,"BAOL098X","barodata/BAOL098X_A0000.csv",37.2611635116387,102.702072144,55.6884217295749,18.4272582179362,737,1.36277188772303,45.4257295907677,0.40565684654807
1030,"BAOL555X","barodata/BAOL555X_B_004B7.csv",-7.19022631929315,48.3600006104,8.97490668865811,16.1651330079513,1031,1.1959038304036,39.8634610134532,0.405512531952401
2210,"BAOL542X","barodata/BAOL542X_B_002A5.csv",-36.8862116669893,8.53999996185,-25.2551501849601,11.6310614820292,2210,0.865740101377174,28.8580033792391,0.403044567192642
4420,"BAOL072X","barodata/BAOL072X_180758.csv",24.1696805739086,73.9499969482,30.9725715749462,6.80289100103754,4423,0.509189532717312,16.9729844239104,0.400807001946816
2490,"BAOL013A","barodata/BAOL013A_L2546.csv",9.03552906401308,36.5600013733,-1.16860507467715,10.2041341386902,2492,0.774723173506989,25.8241057835663,0.395139883030678
1360,"BAOL500X","barodata/BAOL500X_B_0029B.csv",-19.9286038761014,30.2999992371,-6.5498262113197,13.3787776647817,1361,1.0260097959613,34.2003265320432,0.391188594420196
190,"BAOL545X","barodata/BAOL545X_B_006DC.csv",46.1838288965737,44.9799995422,6.06939119611656,40.1144377004571,189,3.23196129025195,107.732043008398,0.372353819534732
1400,"BAOL510X","barodata/BAOL510X_B_00296.csv",-26.2817798580867,22.1499996185,-13.555726410239,12.7260534478476,1399,1.03597279335258,34.5324264450859,0.36852473914872
1060,"BAOL513X","barodata/BAOL513X_B_00298.csv",-19.3338135210122,31.3799991608,-5.6214370046485,13.7123765163637,1064,1.152338830448,38.4112943482668,0.356988139791297
1890,"BAOL833X","barodata/BAOL833X_P2_15608.csv",25.3397623786738,53.9700012207,13.7973737108578,11.542388667816,1886,0.973252476637488,32.4417492212496,0.355788110841313
980,"BAOL551X","barodata/BAOL551X_B_004AF.csv",27.5044398742571,53.3600006104,13.2730051713442,14.2314347029129,981,1.23607269360249,41.2024231200829,0.345402858017257
320,"BAOL010X","barodata/BAOL010X_637930.csv",15.6273869069379,89.1100006104,44.0044093225496,28.3770224156116,318,2.48888881274455,82.9629604248185,0.342044477081155
1640,"BAOL839X","barodata/BAOL839X_P2_15707.csv",-41.6657221749207,2.34999990463,-30.5761961557129,11.0895260192078,1636,0.981873204146003,32.7291068048668,0.338827640036874
1320,"BAOL520X","barodata/BAOL520X_B_B2134.csv",43.8171838304872,75.7099990845,32.4855040772572,11.33167975323,1319,1.0427412194171,34.7580406472368,0.326016068288673
1380,"BAOL506X","barodata/BAOL506X_B_00292.csv",-23.3500260222155,23.1700000763,-12.6789139262372,10.6711120959783,1375,1.04357006230721,34.7856687435736,0.306767484467283
5930,"BAOL068X","barodata/BAOL068X_180816.csv",13.0100568040391,47.0099983215,7.81441813074935,5.1956386732898,5932,0.509189532717312,16.9729844239104,0.30611226308383
1140,"BAOL548X","barodata/BAOL548X_B_B2112.csv",-4.43669027178937,45.9399986267,6.89462531781046,11.3313155895998,1141,1.11405020739367,37.1350069131223,0.305138372967307
1070,"BAOL554X","barodata/BAOL554X_B_004BB.csv",-3.85325512546877,46.9799995422,7.78863058919099,11.6418857146598,1072,1.17637869035252,39.2126230117506,0.296891276851618
1360,"BAOL519X","barodata/BAOL519X_B_0029F.csv",-24.8852277606182,20.4099998474,-15.0514644854468,9.83376327517138,1358,1.0260097959613,34.2003265320432,0.287534192574386
690,"BAOL523X","barodata/BAOL523X_B_004B6.csv",45.6208137264866,74.9100036621,31.7978122550226,13.8230014714641,689,1.47274920239193,49.0916400797312,0.281575466800737
1060,"BAOL528X","barodata/BAOL528X_B_B2128.csv",46.010274856039,78.9800033569,35.2964641575731,10.7138106984659,1064,1.152338830448,38.4112943482668,0.278923448955564
1410,"BAOL511X","barodata/BAOL511X_B_00297.csv",-24.8730121936835,19.9500007629,-15.4468887588721,9.42612343481136,1406,1.05207281657389,35.0690938857963,0.268787196655489
5930,"BAOL016X","barodata/BAOL016X_77551.csv",-30.1895026261543,8.10000038147,-25.6333824907229,4.55612013543147,5928,0.509189532717312,16.9729844239104,0.268433648534615
720,"BAOL546X","barodata/BAOL546X_B_0078C.csv",20.7409025187487,47.4500007629,8.19265289590125,12.5482496228474,722,1.41195254784324,47.0650849281081,0.266614830123325
2540,"BAOL836X","barodata/BAOL836X_P2_16668.csv",-12.7661284838478,14.9499998093,-19.7449880612915,6.97885957744372,2543,0.786619457605941,26.2206485868647,0.2661589225882
1360,"BAOL501X","barodata/BAOL501X_B_00299.csv",-20.7433300851457,24.2900009155,-11.7161391447227,9.02719094042307,1360,1.0260097959613,34.2003265320432,0.263950431349398
210,"BAOL512X","barodata/BAOL512X_B_00603.csv",11.2144941445842,20.4799995422,-14.9912913690452,26.2057855136293,212,3.03506443548182,101.168814516061,0.259030271719445
410,"BAOL092X","barodata/BAOL092X_42183.csv",7.09118767071441,25.1700000763,-10.9596745331628,18.0508622038772,414,2.11687072695695,70.5623575652315,0.25581432971808
3720,"BAOL089X","barodata/BAOL089X_362591.csv",8.82702886588049,43.1699981689,4.51347836486848,4.31355050101201,3718,0.509189532717312,16.9729844239104,0.254142135129481
3230,"BAOL024X","barodata/BAOL024X_B1015.csv",-15.0389085401912,14.3100004196,-20.2951441424495,5.25623560225828,3230,0.627641953462178,20.9213984487393,0.251237297312457
4250,"BAOL005X","barodata/BAOL005X_B5551.csv",-2.60059515911647,39.7700004578,1.59077336422548,4.19136852334195,4251,0.509189532717312,16.9729844239104,0.246943520282587
3880,"BAOL033X","barodata/BAOL033X_C6550.csv",-15.8540171139958,14.6700000763,-19.9856813468035,4.13166423280772,3882,0.509189532717312,16.9729844239104,0.243425913181615
1110,"BAOL084X","barodata/BAOL084X_U8327.csv",1.82368317444588,50.9000015259,11.1583415048445,9.33465833039859,1109,1.15155734098933,38.3852446996445,0.243183504584642
3220,"BAOL830X","barodata/BAOL830X_P2_15562.csv",29.9217770073028,66.8899993896,24.903658616069,5.01811839123384,3223,0.623340677254265,20.7780225751422,0.241510873957625
1060,"BAOL040X","barodata/BAOL040X_555351.csv",54.0837181911142,90.2600021362,44.9929732851751,9.09074490593905,1061,1.152338830448,38.4112943482668,0.23666853877704
1190,"BAOL527X","barodata/BAOL527X_B_B2130.csv",42.9974553901764,77.8600006104,34.3336877365059,8.66376765367053,1190,1.10539719365541,36.8465731218469,0.235130893313214
1640,"BAOL544X","barodata/BAOL544X_B_002A6.csv",18.5991283897238,68.3600006104,26.1673006194024,7.56817222967861,1637,0.981873204146003,32.7291068048668,0.231236748219271
3520,"BAOL825X","barodata/BAOL825X_P2_16665.csv",-27.081608675163,1.86000001431,-30.997409712733,3.91580103757001,3515,0.509189532717312,16.9729844239104,0.230707867265446
870,"BAOL515X","barodata/BAOL515X_B_00558.csv",-20.3033858431004,25.6222190857,-10.570938165534,9.73244767756645,871,1.30177043747192,43.3923479157306,0.224289492158092
780,"BAOL100X","barodata/BAOL100X_T5736.csv",-25.6303502703496,20.0400009155,-15.3695228550058,10.2608274153438,781,1.37759946546158,45.9199821820527,0.22345016107942
1370,"BAOL537X","barodata/BAOL537X_B_002A1.csv",-17.9363300007148,26.0499992371,-10.2032099216029,7.73312007911196,1368,1.0412547828165,34.7084927605499,0.222801956064814
3560,"BAOL822X","barodata/BAOL822X_P2_15621.csv",-32.8447461690233,4.07999992371,-29.089054064302,3.75569210472129,3562,0.509189532717312,16.9729844239104,0.221274704019084
920,"BAOL518X","barodata/BAOL518X_B_004C4.csv",-24.0015981475975,20.6900005341,-14.8107703801156,9.19082776748195,921,1.25280898848925,41.7602996163082,0.220085292776318
2500,"BAOL842X","barodata/BAOL842X_t1108.csv",-14.5294333008748,14.3500003815,-20.2607593873395,5.73132608646467,2504,0.787062826322144,26.2354275440715,0.218457506622941
730,"BAOL837X","barodata/BAOL837X_P2_15695.csv",9.82263713350361,37.4300003052,-0.420736856849572,10.2433739903532,729,1.43690693921943,47.8968979739811,0.213862993714492
1570,"BAOL012X","barodata/BAOL012X_78680.csv",-37.8378855458288,1.96000003815,-30.911447722586,6.92643782324276,1573,0.989846098295916,32.9948699431972,0.209924689358287
1680,"BAOL018X","barodata/BAOL018X_42112.csv",-9.18449689435455,19.2009468079,-16.0907902923592,6.90629339800469,1685,1.00224794744803,33.4082649149343,0.206724097033767
420,"BAOL006X","barodata/BAOL006X_555569.csv",42.8524283796518,71.4700012207,28.840718400259,14.0117099793928,421,2.04057735980344,68.0192453267812,0.205996257560299
850,"BAOL800X","barodata/BAOL800X_P2_15615.csv",-15.4505006931913,9.48999977112,-24.438511637205,8.9880109440137,854,1.32158313159691,44.0527710532302,0.204028276295111
1000,"BAOL532X","barodata/BAOL532X_B_004AD.csv",28.8263640373648,62.1399993896,20.8204650575172,8.00589897984763,1005,1.18763563005601,39.5878543352002,0.202231192225264
1720,"BAOL835X","barodata/BAOL835X_P2_16672.csv",-22.5145271543852,4.15000009537,-29.0288805379821,6.51435338359687,1721,0.979874106937461,32.6624702312487,0.199444602244581
1610,"BAOL064X","barodata/BAOL064X_A7255.csv",12.3041476759209,59.9599990845,18.9464938567961,6.64234618087519,1607,0.999643986329137,33.3214662109712,0.199341353673332
1190,"BAOL816X","barodata/BAOL816X_P2_16672.csv",-23.7678738900338,1.86000001431,-30.997409712733,7.22953582269923,1193,1.10539719365541,36.8465731218469,0.196206463998486
1140,"BAOL840X","barodata/BAOL840X_P2_15468.csv",-0.603616348651205,28.9799995422,-7.68452394847886,7.08090759982765,1143,1.11405020739367,37.1350069131223,0.19068012068487
860,"BAOL507X","barodata/BAOL507X_B_004B5.csv",-30.7673955968714,11.6499996185,-22.5817332238798,8.18566237299163,865,1.31424673428903,43.8082244763011,0.186852182914188
790,"BAOL108X","barodata/BAOL108X_BA612.csv",-10.3562331443422,35.1399993896,-2.38926674898758,7.96696639535462,793,1.34514387129044,44.8381290430147,0.177682846394229
160,"BAOL516X","barodata/BAOL516X_B_002A0.csv",-35.804288834566,19.4099998474,-15.9110841819841,19.893204652582,159,3.40178260463309,113.39275348777,0.175436295889293
850,"BAOL813X","barodata/BAOL813X_P2_15555.csv",-23.6317149856317,1.52999997139,-31.2810842494852,7.64936926385352,847,1.32158313159691,44.0527710532302,0.173641046430668
780,"BAOL502X","barodata/BAOL502X_B_00555.csv",-17.4392207040648,26.8799991608,-9.48972563906596,7.94949506499879,782,1.37759946546158,45.9199821820527,0.173116248901894
1300,"BAOL550X","barodata/BAOL550X_B_004C3.csv",17.6314704174099,51.5999984741,11.7600726690331,5.8713977483768,1295,1.05600248647218,35.2000828824059,0.166800679645885
1340,"BAOL829X","barodata/BAOL829X_P2_15611.csv",31.9672250999124,68.4800033569,26.2704573439323,5.6967677559801,1339,1.04602131263823,34.867377087941,0.163383891527371
1030,"BAOL549X","barodata/BAOL549X_B_B2138.csv",3.8895340872194,50,10.3846824662673,6.49514837904787,1027,1.1959038304036,39.8634610134532,0.162934883573102
3080,"BAOL818X","barodata/BAOL818X_P2_16673.csv",-27.7649366535553,1.59000003338,-31.2295070144051,3.46457036084988,3079,0.64347871438172,21.4492904793907,0.161523774605914
3080,"BAOL815X","barodata/BAOL815X_P2_16660.csv",-27.5899578681796,1.79999995232,-31.0489869478131,3.45902907963345,3081,0.64347871438172,21.4492904793907,0.161265431271819
760,"BAOL553X","barodata/BAOL553X_B_004BA.csv",4.70618894566472,51.9500007629,12.0609415303187,7.35475258465399,763,1.36848753273862,45.6162510912874,0.161230973802201
640,"BAOL055X","barodata/BAOL055X_555350.csv",-14.2286151960976,30.7600002289,-6.15440029834177,8.07421489775584,645,1.52648646039931,50.8828820133104,0.158682342239257
3080,"BAOL820X","barodata/BAOL820X_P2_16674.csv",-28.0178205106092,1.5,-31.3068728157876,3.28905230517836,3079,0.64347871438172,21.4492904793907,0.153340843993819
850,"BAOL809X","barodata/BAOL809X_P2_15697.csv",-18.3674846575304,8.90999984741,-24.9370909956162,6.56960633808584,849,1.32158313159691,44.0527710532302,0.14913037661462
850,"BAOL801X","barodata/BAOL801X_P2_15706.csv",-17.4783481401601,9.98999977112,-24.0087017889364,6.53035364877628,854,1.32158313159691,44.0527710532302,0.148239338698705
420,"BAOL053X","barodata/BAOL053X_555339.csv",14.3061364615803,43.0600013733,4.41892295281474,9.88721350876552,421,2.04057735980344,68.0192453267812,0.145359059208389
1040,"BAOL031X","barodata/BAOL031X_B5554.csv",14.9606559337441,48.7000007629,9.26717751657277,5.69347841717138,1041,1.17618788033209,39.2062626777362,0.145218595915915
3080,"BAOL817X","barodata/BAOL817X_P2_16659.csv",-27.9015968735883,1.84000003338,-31.0146020902708,3.11300521668252,3081,0.64347871438172,21.4492904793907,0.145133249030947
500,"BAOL545X","barodata/BAOL545X_B_004B4.csv",-2.62099799391973,44.9799995422,6.06939119611656,8.69038919003629,498,1.80414780763657,60.1382602545523,0.144506827321771
190,"BAOL107X","barodata/BAOL107X_637550.csv",-3.68702112712946,15.6499996185,-19.1432544377309,15.4562333106015,190,3.23196129025195,107.732043008398,0.143469230499941
720,"BAOL521X","barodata/BAOL521X_B_006F8.csv",42.8867969975237,79.9899978638,36.1646753290987,6.72212166842498,718,1.41195254784324,47.0650849281081,0.142826081769384
720,"BAOL525X","barodata/BAOL525X_B_004B8.csv",39.6413408550765,76.2699966431,32.9668890086425,6.67445184643401,720,1.41195254784324,47.0650849281081,0.141813232816412
1660,"BAOL522X","barodata/BAOL522X_B_B2120.csv",39.7191871724002,78.6100006104,34.9784025089088,4.7407846634914,1662,1.00625811771085,33.5419372570282,0.141339023657557
460,"BAOL503X","barodata/BAOL503X_B_009C1.csv",-20.0589643498793,4.21000003815,-28.9773034053773,8.91833905549796,463,1.90592957800552,63.5309859335174,0.14037778454801
650,"BAOL101X","barodata/BAOL101X_558536.csv",7.76903903936972,38.6800003052,0.653787763821946,7.11525127554777,654,1.52846490277103,50.9488300923678,0.139654851007337
720,"BAOL530X","barodata/BAOL530X_B_00710.csv",43.0302432880668,80.3899993896,36.5085245193213,6.52171876874544,721,1.41195254784324,47.0650849281081,0.138568086697546
60,"BAOL031X","barodata/BAOL031X_T5740.csv",-12.3893652305644,48.7000007629,9.26717751657277,21.6565427471372,57,4.76927086148793,158.975695382931,0.136225494689438
910,"BAOL502X","barodata/BAOL502X_B_B2131.csv",-15.2834478073268,26.8799991608,-9.48972563906596,5.79372216826087,912,1.28067197854079,42.6890659513595,0.13571911305959
410,"BAOL064X","barodata/BAOL064X_555340.csv",28.4818556550503,59.9599990845,18.9464938567961,9.53536179825417,406,2.11687072695695,70.5623575652315,0.135133832361528
850,"BAOL807X","barodata/BAOL807X_P2_15709.csv",-18.616761653605,9.40999984741,-24.5072811473476,5.89051949374258,849,1.32158313159691,44.0527710532302,0.133715072920723
3040,"BAOL819X","barodata/BAOL819X_P2_16661.csv",-27.7445013264854,2.29999995232,-30.6191770995445,2.87467577305913,3041,0.653367719773727,21.7789239924576,0.131993471029822
3050,"BAOL814X","barodata/BAOL814X_P2_16670.csv",-27.7975924552808,2.36999988556,-30.5590037781751,2.76141132289433,3050,0.652545349991928,21.7515116663976,0.126952616684579
850,"BAOL549X","barodata/BAOL549X_B_005F8.csv",4.88495416240872,50,10.3846824662673,5.49972830385856,854,1.32158313159691,44.0527710532302,0.1248440943071
