
Datum	Waterstand	Temperatuur water	Temperatuur intern
2018-07-30 23:00:00	-235.85	14.58	23.96
2018-07-30 23:15:00	-235.88	14.54	23.52
2018-07-30 23:30:00	-235.86	14.58	22.98
2018-07-30 23:45:00	-235.81	14.58	22.41
2018-07-31 00:00:00	-235.71	14.58	21.8
2018-07-31 00:15:00	-235.68	14.54	21.16
2018-07-31 00:30:00	-235.55	14.54	20.56
2018-07-31 00:45:00	-235.51	14.58	19.98
2018-07-31 01:00:00	-235.42	14.58	19.39
2018-07-31 01:15:00	-235.32	14.58	18.95
2018-07-31 01:30:00	-235.25	14.58	18.54
2018-07-31 01:45:00	-235.2	14.58	18.25
2018-07-31 02:00:00	-235.17	14.58	17.95
2018-07-31 02:15:00	-235.11	14.58	17.69
2018-07-31 02:30:00	-235.07	14.58	17.47
2018-07-31 02:45:00	-234.98	14.58	17.29
2018-07-31 03:00:00	-234.94	14.58	17.14
2018-07-31 03:15:00	-234.82	14.58	17.03
2018-07-31 03:30:00	-234.79	14.58	16.95
2018-07-31 03:45:00	-234.72	14.58	16.88
2018-07-31 04:00:00	-234.69	14.58	16.77
2018-07-31 04:15:00	-234.63	14.58	16.62
2018-07-31 04:30:00	-234.57	14.58	16.47
2018-07-31 04:45:00	-234.5	14.58	16.33
2018-07-31 05:00:00	-234.47	14.58	16.22
2018-07-31 05:15:00	-234.44	14.58	16.14
2018-07-31 05:30:00	-234.41	14.58	15.99
2018-07-31 05:45:00	-234.42	14.58	15.88
2018-07-31 06:00:00	-234.36	14.58	15.81
2018-07-31 06:15:00	-234.32	14.58	15.77
2018-07-31 06:30:00	-234.31	14.58	15.85
2018-07-31 06:45:00	-234.29	14.58	16.07
2018-07-31 07:00:00	-234.29	14.58	16.33
2018-07-31 07:15:00	-234.26	14.58	16.73
2018-07-31 07:30:00	-234.24	14.58	17.14
2018-07-31 07:45:00	-234.27	14.58	17.58
2018-07-31 08:00:00	-234.21	14.58	18.1
2018-07-31 08:15:00	-234.21	14.58	18.62
2018-07-31 08:30:00	-234.16	14.58	19.02
2018-07-31 08:45:00	-234.19	14.58	19.61
2018-07-31 09:00:00	-234.24	14.63	20.69
2018-07-31 09:15:00	-234.36	14.58	22.07
2018-07-31 09:30:00	-234.48	14.58	23.49
2018-07-31 09:45:00	-234.74	14.58	24.73
2018-07-31 10:00:00	-234.82	14.58	25.54
2018-07-31 10:15:00	-234.98	14.58	26.32
2018-07-31 10:30:00	-235.15	14.63	26.86
2018-07-31 10:45:00	-235.33	14.58	27.55
2018-07-31 11:00:00	-235.56	14.58	28.43
2018-07-31 11:15:00	-235.72	14.58	29.37
2018-07-31 11:30:00	-235.91	14.58	30.48
2018-07-31 11:45:00	-236.06	14.58	31.14
2018-07-31 12:00:00	-236.24	14.63	31.86
2018-07-31 12:15:00	-236.4	14.58	32.34
2018-07-31 12:30:00	-236.57	14.63	32.64
2018-07-31 12:45:00	-236.75	14.58	32.76
2018-07-31 13:00:00	-236.86	14.58	32.79
2018-07-31 13:15:00	-236.84	14.63	32.64
2018-07-31 13:30:00	-236.94	14.58	32.46
2018-07-31 13:45:00	-236.98	14.58	32.28
2018-07-31 14:00:00	-237.12	14.58	32.25
2018-07-31 14:15:00	-237.2	14.58	32.76
2018-07-31 14:30:00	-237.44	14.58	34.44
2018-07-31 14:45:00	-237.62	14.63	36.3
2018-07-31 15:00:00	-237.72	14.58	37.53
2018-07-31 15:15:00	-237.76	14.58	38.15
2018-07-31 15:30:00	-237.99	14.58	39.65
2018-07-31 15:45:00	-238.06	14.58	40.76
2018-07-31 16:00:00	-238.1	14.58	41.96
2018-07-31 16:15:00	-238.2	14.58	42.34
2018-07-31 16:30:00	-238.3	14.58	43.37
2018-07-31 16:45:00	-238.35	14.58	44.45
2018-07-31 17:00:00	-238.35	14.63	43.72
2018-07-31 17:15:00	-238.31	14.63	42.08
2018-07-31 17:30:00	-238.45	14.63	42.61
2018-07-31 17:45:00	-238.51	14.58	42.96
2018-07-31 18:00:00	-238.54	14.58	42.26
2018-07-31 18:15:00	-238.58	14.58	42.37
2018-07-31 18:30:00	-238.57	14.58	41.67
2018-07-31 18:45:00	-238.53	14.63	40.94
2018-07-31 19:00:00	-238.54	14.58	39.38
2018-07-31 19:15:00	-238.59	14.58	38.83
2018-07-31 19:30:00	-238.67	14.63	38.12
2018-07-31 19:45:00	-238.66	14.58	36.74
2018-07-31 20:00:00	-238.67	14.63	35.42
2018-07-31 20:15:00	-238.72	14.58	34.23
2018-07-31 20:30:00	-238.76	14.63	33.15
2018-07-31 20:45:00	-238.76	14.63	31.98
2018-07-31 21:00:00	-238.77	14.63	30.66
2018-07-31 21:15:00	-238.77	14.63	29.21
2018-07-31 21:30:00	-238.74	14.63	27.77
2018-07-31 21:45:00	-238.72	14.58	26.42
2018-07-31 22:00:00	-238.69	14.63	25.28
2018-07-31 22:15:00	-238.71	14.63	24.33
2018-07-31 22:30:00	-238.71	14.63	23.45
2018-07-31 22:45:00	-238.68	14.63	22.68
2018-07-31 23:00:00	-238.67	14.58	21.94
2018-07-31 23:15:00	-238.58	14.63	21.3
2018-07-31 23:30:00	-238.53	14.63	20.82
2018-07-31 23:45:00	-238.53	14.63	20.25
2018-08-01 00:00:00	-238.51	14.63	19.61
2018-08-01 00:15:00	-238.46	14.63	18.98
2018-08-01 00:30:00	-238.4	14.63	18.28
2018-08-01 00:45:00	-238.3	14.63	17.69
2018-08-01 01:00:00	-238.24	14.63	17.1
2018-08-01 01:15:00	-238.14	14.63	16.62
2018-08-01 01:30:00	-238.06	14.63	16.22
2018-08-01 01:45:00	-237.94	14.63	15.81
2018-08-01 02:00:00	-237.84	14.63	15.44
2018-08-01 02:15:00	-237.77	14.63	15.14
2018-08-01 02:30:00	-237.71	14.63	14.83
2018-08-01 02:45:00	-237.62	14.63	14.54
2018-08-01 03:00:00	-237.51	14.63	14.29
2018-08-01 03:15:00	-237.45	14.63	14.05
2018-08-01 03:30:00	-237.37	14.63	13.88
2018-08-01 03:45:00	-237.3	14.63	13.67
2018-08-01 04:00:00	-237.25	14.63	13.47
2018-08-01 04:15:00	-237.18	14.63	13.3
2018-08-01 04:30:00	-237.1	14.63	13.09
2018-08-01 04:45:00	-237.07	14.63	12.93
2018-08-01 05:00:00	-236.97	14.63	12.8
2018-08-01 05:15:00	-236.92	14.63	12.68
2018-08-01 05:30:00	-236.83	14.63	12.51
2018-08-01 05:45:00	-236.78	14.63	12.39
2018-08-01 06:00:00	-236.7	14.63	12.27
2018-08-01 06:15:00	-236.65	14.63	12.14
2018-08-01 06:30:00	-236.62	14.63	12.1
2018-08-01 06:45:00	-236.55	14.67	12.1
2018-08-01 07:00:00	-236.5	14.63	12.22
2018-08-01 07:15:00	-236.46	14.67	12.39
2018-08-01 07:30:00	-236.44	14.63	12.68
2018-08-01 07:45:00	-236.44	14.63	13.05
2018-08-01 08:00:00	-236.43	14.63	13.59
2018-08-01 08:15:00	-236.41	14.63	14.25
2018-08-01 08:30:00	-236.45	14.67	14.96
2018-08-01 08:45:00	-236.46	14.63	15.99
2018-08-01 09:00:00	-236.51	14.63	17.54
2018-08-01 09:15:00	-236.65	14.67	19.13
2018-08-01 09:30:00	-236.73	14.67	20.72
2018-08-01 09:45:00	-236.89	14.63	22.21
2018-08-01 10:00:00	-237.03	14.63	23.52
2018-08-01 10:15:00	-237.15	14.67	24.43
2018-08-01 10:30:00	-237.24	14.67	25
2018-08-01 10:45:00	-237.29	14.67	25.54
2018-08-01 11:00:00	-237.45	14.67	26.38
2018-08-01 11:15:00	-237.57	14.67	27.36
2018-08-01 11:30:00	-237.72	14.67	28.21
2018-08-01 11:45:00	-237.81	14.67	28.74
2018-08-01 12:00:00	-237.93	14.63	29.21
2018-08-01 12:15:00	-238.08	14.67	29.84
2018-08-01 12:30:00	-238.15	14.63	30.18
2018-08-01 12:45:00	-238.2	14.67	30.45
2018-08-01 13:00:00	-238.31	14.67	30.75
2018-08-01 13:15:00	-238.45	14.67	30.99
2018-08-01 13:30:00	-238.51	14.67	31.23
2018-08-01 13:45:00	-238.64	14.67	31.83
2018-08-01 14:00:00	-238.78	14.67	33.03
2018-08-01 14:15:00	-238.94	14.63	33.78
2018-08-01 14:30:00	-239.03	14.63	34.83
2018-08-01 14:45:00	-239.14	14.67	35.74
2018-08-01 15:00:00	-239.24	14.67	36.54
2018-08-01 15:15:00	-239.32	14.63	37.65
2018-08-01 15:30:00	-239.37	14.67	38.71
2018-08-01 15:45:00	-239.42	14.67	39.82
2018-08-01 16:00:00	-239.41	14.67	40.7
2018-08-01 16:15:00	-239.47	14.67	41.11
2018-08-01 16:30:00	-239.59	14.67	41.26
2018-08-01 16:45:00	-239.73	14.63	41.99
2018-08-01 17:00:00	-239.79	14.67	42.96
2018-08-01 17:15:00	-239.84	14.63	43.46
2018-08-01 17:30:00	-239.93	14.67	43.87
2018-08-01 17:45:00	-240.05	14.67	44.6
2018-08-01 18:00:00	-240.11	14.67	45.31
2018-08-01 18:15:00	-240.08	14.67	45.52
2018-08-01 18:30:00	-240.12	14.67	45.43
2018-08-01 18:45:00	-240.13	14.67	45.04
2018-08-01 19:00:00	-240.11	14.67	44.39
2018-08-01 19:15:00	-240.13	14.67	43.28
2018-08-01 19:30:00	-240.16	14.67	41.99
2018-08-01 19:45:00	-240.2	14.67	40.47
2018-08-01 20:00:00	-240.18	14.67	38.71
2018-08-01 20:15:00	-240.21	14.67	36.92
2018-08-01 20:30:00	-240.17	14.67	35.1
2018-08-01 20:45:00	-240.18	14.67	33.15
2018-08-01 21:00:00	-240.18	14.67	31.23
2018-08-01 21:15:00	-240.21	14.67	29.4
2018-08-01 21:30:00	-240.13	14.67	27.67
2018-08-01 21:45:00	-240.08	14.67	26.13
2018-08-01 22:00:00	-240.07	14.67	24.7
2018-08-01 22:15:00	-240.05	14.67	23.42
2018-08-01 22:30:00	-240.05	14.67	22.34
2018-08-01 22:45:00	-240.02	14.67	21.43
2018-08-01 23:00:00	-239.95	14.67	20.66
2018-08-01 23:15:00	-239.89	14.67	19.98
2018-08-01 23:30:00	-239.9	14.67	19.32
2018-08-01 23:45:00	-239.86	14.67	18.84
2018-08-02 00:00:00	-239.84	14.67	18.47
2018-08-02 00:15:00	-239.79	14.67	18.1
2018-08-02 00:30:00	-239.74	14.67	17.73
2018-08-02 00:45:00	-239.68	14.71	17.32
2018-08-02 01:00:00	-239.63	14.67	16.95
2018-08-02 01:15:00	-239.57	14.67	16.7
2018-08-02 01:30:00	-239.49	14.71	16.44
2018-08-02 01:45:00	-239.46	14.67	16.18
2018-08-02 02:00:00	-239.4	14.67	15.88
2018-08-02 02:15:00	-239.33	14.67	15.66
2018-08-02 02:30:00	-239.3	14.67	15.44
2018-08-02 02:45:00	-239.24	14.67	15.26
2018-08-02 03:00:00	-239.2	14.67	15.07
2018-08-02 03:15:00	-239.2	14.71	14.87
2018-08-02 03:30:00	-239.11	14.67	14.67
2018-08-02 03:45:00	-239.06	14.71	14.5
2018-08-02 04:00:00	-239	14.67	14.38
2018-08-02 04:15:00	-238.95	14.67	14.25
2018-08-02 04:30:00	-238.96	14.67	14.09
2018-08-02 04:45:00	-238.89	14.71	13.96
2018-08-02 05:00:00	-238.85	14.67	13.88
2018-08-02 05:15:00	-238.84	14.71	13.71
2018-08-02 05:30:00	-238.83	14.71	13.63
2018-08-02 05:45:00	-238.79	14.67	13.51
2018-08-02 06:00:00	-238.78	14.67	13.38
2018-08-02 06:15:00	-238.77	14.71	13.34
2018-08-02 06:30:00	-238.76	14.71	13.3
2018-08-02 06:45:00	-238.72	14.67	13.3
2018-08-02 07:00:00	-238.68	14.71	13.38
2018-08-02 07:15:00	-238.69	14.67	13.59
2018-08-02 07:30:00	-238.66	14.71	13.8
2018-08-02 07:45:00	-238.63	14.67	14.09
2018-08-02 08:00:00	-238.66	14.71	14.42
2018-08-02 08:15:00	-238.68	14.71	14.83
2018-08-02 08:30:00	-238.64	14.71	15.29
2018-08-02 08:45:00	-238.68	14.71	16.03
2018-08-02 09:00:00	-238.77	14.71	17.1
2018-08-02 09:15:00	-238.79	14.67	18.17
2018-08-02 09:30:00	-238.85	14.71	19.43
2018-08-02 09:45:00	-238.96	14.71	20.82
2018-08-02 10:00:00	-239.09	14.71	22.21
2018-08-02 10:15:00	-239.19	14.71	23.52
2018-08-02 10:30:00	-239.33	14.71	24.66
2018-08-02 10:45:00	-239.52	14.71	25.79
2018-08-02 11:00:00	-239.69	14.67	26.89
2018-08-02 11:15:00	-239.84	14.71	27.99
2018-08-02 11:30:00	-239.99	14.71	29.15
2018-08-02 11:45:00	-240.12	14.71	30.36
2018-08-02 12:00:00	-240.26	14.71	31.59
2018-08-02 12:15:00	-240.41	14.67	32.85
2018-08-02 12:30:00	-240.54	14.71	34.05
2018-08-02 12:45:00	-240.65	14.71	35.16
2018-08-02 13:00:00	-240.78	14.71	36.21
2018-08-02 13:15:00	-240.85	14.71	36.74
2018-08-02 13:30:00	-240.94	14.71	37.45
2018-08-02 13:45:00	-241.07	14.67	38.44
2018-08-02 14:00:00	-241.14	14.71	39.59
2018-08-02 14:15:00	-241.24	14.71	40.76
2018-08-02 14:30:00	-241.32	14.67	41.79
2018-08-02 14:45:00	-241.42	14.71	42.84
2018-08-02 15:00:00	-241.47	14.71	44.07
2018-08-02 15:15:00	-241.48	14.71	44.92
2018-08-02 15:30:00	-241.39	14.67	43.78
2018-08-02 15:45:00	-241.5	14.71	43.46
2018-08-02 16:00:00	-241.67	14.71	44.6
2018-08-02 16:15:00	-241.75	14.67	45.82
2018-08-02 16:30:00	-241.81	14.67	46.92
2018-08-02 16:45:00	-241.88	14.71	47.88
2018-08-02 17:00:00	-241.87	14.67	48.42
2018-08-02 17:15:00	-241.96	14.71	48.48
2018-08-02 17:30:00	-241.98	14.71	48.72
2018-08-02 17:45:00	-242.03	14.71	48.92
2018-08-02 18:00:00	-242.07	14.71	48.84
2018-08-02 18:15:00	-242.08	14.71	48.63
2018-08-02 18:30:00	-242.12	14.71	48.27
2018-08-02 18:45:00	-242.15	14.71	47.67
2018-08-02 19:00:00	-242.18	14.71	46.86
2018-08-02 19:15:00	-242.15	14.71	45.61
2018-08-02 19:30:00	-242.14	14.71	44.28
2018-08-02 19:45:00	-242.07	14.71	42.78
2018-08-02 20:00:00	-242.05	14.71	41
2018-08-02 20:15:00	-242.02	14.71	38.97
2018-08-02 20:30:00	-241.98	14.71	36.83
2018-08-02 20:45:00	-241.96	14.71	34.71
2018-08-02 21:00:00	-241.98	14.71	32.73
2018-08-02 21:15:00	-242.02	14.71	31.2
2018-08-02 21:30:00	-242.06	14.71	29.9
2018-08-02 21:45:00	-242.07	14.71	28.71
2018-08-02 22:00:00	-242.13	14.71	27.61
2018-08-02 22:15:00	-242.08	14.71	26.64
2018-08-02 22:30:00	-242.08	14.71	25.66
2018-08-02 22:45:00	-242.09	14.71	24.73
2018-08-02 23:00:00	-242.06	14.71	23.76
2018-08-02 23:15:00	-242.01	14.71	22.88
2018-08-02 23:30:00	-242.01	14.71	22.1
2018-08-02 23:45:00	-242.02	14.71	21.43
2018-08-03 00:00:00	-242	14.71	20.86
2018-08-03 00:15:00	-242.05	14.71	20.39
2018-08-03 00:30:00	-242.01	14.71	19.94
2018-08-03 00:45:00	-241.97	14.71	19.5
2018-08-03 01:00:00	-241.9	14.75	19.06
2018-08-03 01:15:00	-241.83	14.71	18.62
2018-08-03 01:30:00	-241.77	14.71	18.21
2018-08-03 01:45:00	-241.75	14.71	17.8
2018-08-03 02:00:00	-241.69	14.71	17.54
2018-08-03 02:15:00	-241.62	14.71	17.25
2018-08-03 02:30:00	-241.62	14.71	16.95
2018-08-03 02:45:00	-241.57	14.75	16.7
2018-08-03 03:00:00	-241.53	14.71	16.4
2018-08-03 03:15:00	-241.48	14.75	16.18
2018-08-03 03:30:00	-241.45	14.71	15.96
2018-08-03 03:45:00	-241.43	14.71	15.74
2018-08-03 04:00:00	-241.39	14.75	15.55
2018-08-03 04:15:00	-241.38	14.75	15.37
2018-08-03 04:30:00	-241.35	14.71	15.22
2018-08-03 04:45:00	-241.37	14.71	15.03
2018-08-03 05:00:00	-241.38	14.75	14.83
2018-08-03 05:15:00	-241.32	14.71	14.67
2018-08-03 05:30:00	-241.28	14.75	14.5
2018-08-03 05:45:00	-241.27	14.71	14.42
2018-08-03 06:00:00	-241.24	14.75	14.34
2018-08-03 06:15:00	-241.24	14.71	14.21
2018-08-03 06:30:00	-241.23	14.75	14.13
2018-08-03 06:45:00	-241.19	14.75	14.09
2018-08-03 07:00:00	-241.19	14.75	14.09
2018-08-03 07:15:00	-241.18	14.75	14.21
2018-08-03 07:30:00	-241.12	14.75	14.38
2018-08-03 07:45:00	-241.13	14.75	14.67
2018-08-03 08:00:00	-241.16	14.75	15
2018-08-03 08:15:00	-241.17	14.75	15.37
2018-08-03 08:30:00	-241.16	14.75	15.88
2018-08-03 08:45:00	-241.17	14.75	16.66
2018-08-03 09:00:00	-241.26	14.75	17.91
2018-08-03 09:15:00	-241.29	14.75	19.39
2018-08-03 09:30:00	-241.43	14.75	20.79
2018-08-03 09:45:00	-241.6	14.75	22.24
2018-08-03 10:00:00	-241.76	14.75	23.72
2018-08-03 10:15:00	-241.91	14.75	25.06
2018-08-03 10:30:00	-242.01	14.75	26.2
2018-08-03 10:45:00	-242.15	14.75	27.26
2018-08-03 11:00:00	-242.29	14.75	28.36
2018-08-03 11:15:00	-242.49	14.75	29.5
2018-08-03 11:30:00	-242.68	14.75	30.66
2018-08-03 11:45:00	-242.81	14.75	31.89
2018-08-03 12:00:00	-242.94	14.75	33.06
2018-08-03 12:15:00	-243.09	14.75	34.23
2018-08-03 12:30:00	-243.23	14.75	35.33
2018-08-03 12:45:00	-243.36	14.75	36.45
2018-08-03 13:00:00	-243.49	14.75	37.45
2018-08-03 13:15:00	-243.6	14.75	38.44
2018-08-03 13:30:00	-243.74	14.75	39.35
2018-08-03 13:45:00	-243.86	14.75	40.41
2018-08-03 14:00:00	-243.97	14.75	41.55
2018-08-03 14:15:00	-244.1	14.75	42.72
2018-08-03 14:30:00	-244.25	14.75	43.95
2018-08-03 14:45:00	-244.35	14.75	45.04
2018-08-03 15:00:00	-244.45	14.75	46.12
2018-08-03 15:15:00	-244.58	14.75	47.16
2018-08-03 15:30:00	-244.66	14.75	48.03
2018-08-03 15:45:00	-244.74	14.75	48.84
2018-08-03 16:00:00	-244.85	14.75	49.58
2018-08-03 16:15:00	-244.96	14.75	50.19
2018-08-03 16:30:00	-245.05	14.75	50.78
2018-08-03 16:45:00	-245.17	14.75	51.34
2018-08-03 17:00:00	-245.28	14.75	51.55
2018-08-03 17:15:00	-245.38	14.75	51.65
2018-08-03 17:30:00	-245.45	14.75	51.71
2018-08-03 17:45:00	-245.57	14.75	51.65
2018-08-03 18:00:00	-245.59	14.75	51.43
2018-08-03 18:15:00	-245.69	14.75	50.96
2018-08-03 18:30:00	-245.8	14.75	50.22
2018-08-03 18:45:00	-245.89	14.75	49.34
2018-08-03 19:00:00	-245.97	14.75	48.27
2018-08-03 19:15:00	-246.03	14.75	47.07
2018-08-03 19:30:00	-246.07	14.75	45.7
2018-08-03 19:45:00	-246.11	14.75	44.04
2018-08-03 20:00:00	-246.13	14.75	42.31
2018-08-03 20:15:00	-246.16	14.75	40.44
2018-08-03 20:30:00	-246.18	14.75	38.44
2018-08-03 20:45:00	-246.21	14.75	36.48
2018-08-03 21:00:00	-246.17	14.75	34.59
2018-08-03 21:15:00	-246.22	14.75	32.85
2018-08-03 21:30:00	-246.23	14.75	31.23
2018-08-03 21:45:00	-246.28	14.75	29.75
2018-08-03 22:00:00	-246.31	14.75	28.62
2018-08-03 22:15:00	-246.27	14.75	27.55
2018-08-03 22:30:00	-246.23	14.75	26.73
2018-08-03 22:45:00	-246.19	14.75	25.91
2018-08-03 23:00:00	-246.16	14.75	25.1
2018-08-03 23:15:00	-246.13	14.79	24.23
2018-08-03 23:30:00	-246.11	14.75	23.42
2018-08-03 23:45:00	-246.06	14.75	22.64
2018-08-04 00:00:00	-246.05	14.75	21.87
2018-08-04 00:15:00	-246	14.79	21.2
2018-08-04 00:30:00	-245.95	14.75	20.59
2018-08-04 00:45:00	-245.89	14.79	20.05
2018-08-04 01:00:00	-245.86	14.75	19.54
2018-08-04 01:15:00	-245.8	14.79	19.13
2018-08-04 01:30:00	-245.73	14.75	18.69
2018-08-04 01:45:00	-245.7	14.75	18.28
2018-08-04 02:00:00	-245.67	14.75	17.95
2018-08-04 02:15:00	-245.63	14.79	17.66
2018-08-04 02:30:00	-245.62	14.79	17.4
2018-08-04 02:45:00	-245.55	14.75	17.21
2018-08-04 03:00:00	-245.48	14.79	17.1
2018-08-04 03:15:00	-245.47	14.79	16.99
2018-08-04 03:30:00	-245.44	14.79	16.92
2018-08-04 03:45:00	-245.37	14.79	16.81
2018-08-04 04:00:00	-245.27	14.79	16.73
2018-08-04 04:15:00	-245.22	14.79	16.58
2018-08-04 04:30:00	-245.24	14.79	16.47
2018-08-04 04:45:00	-245.21	14.79	16.36
2018-08-04 05:00:00	-245.21	14.79	16.29
2018-08-04 05:15:00	-245.16	14.79	16.29
2018-08-04 05:30:00	-245.13	14.79	16.33
2018-08-04 05:45:00	-245.14	14.79	16.36
2018-08-04 06:00:00	-245.15	14.79	16.36
2018-08-04 06:15:00	-245.09	14.79	16.4
2018-08-04 06:30:00	-245.08	14.79	16.4
2018-08-04 06:45:00	-245.1	14.79	16.4
2018-08-04 07:00:00	-245.05	14.79	16.44
2018-08-04 07:15:00	-245.04	14.79	16.58
2018-08-04 07:30:00	-245.01	14.79	16.77
2018-08-04 07:45:00	-245	14.79	16.99
2018-08-04 08:00:00	-245.01	14.79	17.29
2018-08-04 08:15:00	-245	14.79	17.62
2018-08-04 08:30:00	-244.99	14.79	18.1
2018-08-04 08:45:00	-245.06	14.79	18.84
2018-08-04 09:00:00	-245.17	14.79	19.8
2018-08-04 09:15:00	-245.26	14.79	20.82
2018-08-04 09:30:00	-245.47	14.79	22.04
2018-08-04 09:45:00	-245.62	14.79	23.35
2018-08-04 10:00:00	-245.79	14.79	24.63
2018-08-04 10:15:00	-245.96	14.79	25.79
2018-08-04 10:30:00	-246.13	14.79	26.89
2018-08-04 10:45:00	-246.38	14.79	27.99
2018-08-04 11:00:00	-246.6	14.79	29.06
2018-08-04 11:15:00	-246.79	14.79	30.18
2018-08-04 11:30:00	-247.01	14.79	31.29
2018-08-04 11:45:00	-247.16	14.79	32.28
2018-08-04 12:00:00	-247.28	14.79	33.24
2018-08-04 12:15:00	-247.5	14.79	34.14
2018-08-04 12:30:00	-247.61	14.79	35.07
2018-08-04 12:45:00	-247.75	14.79	35.92
2018-08-04 13:00:00	-247.88	14.79	36.89
2018-08-04 13:15:00	-248.04	14.79	37.83
2018-08-04 13:30:00	-248.15	14.79	38.71
2018-08-04 13:45:00	-248.28	14.79	39.73
2018-08-04 14:00:00	-248.4	14.79	40.76
2018-08-04 14:15:00	-248.49	14.79	41.76
2018-08-04 14:30:00	-248.61	14.79	42.46
2018-08-04 14:45:00	-248.68	14.79	43.4
2018-08-04 15:00:00	-248.81	14.79	44.39
2018-08-04 15:15:00	-248.91	14.79	45.31
2018-08-04 15:30:00	-249	14.79	46.24
2018-08-04 15:45:00	-249.1	14.79	47.13
2018-08-04 16:00:00	-249.2	14.79	48.06
2018-08-04 16:15:00	-249.23	14.79	48.24
2018-08-04 16:30:00	-249.3	14.79	48.45
2018-08-04 16:45:00	-249.44	14.83	48.89
2018-08-04 17:00:00	-249.42	14.79	48.45
2018-08-04 17:15:00	-249.5	14.79	47.58
2018-08-04 17:30:00	-249.63	14.79	47.67
2018-08-04 17:45:00	-249.74	14.79	47.52
2018-08-04 18:00:00	-249.84	14.79	47.49
2018-08-04 18:15:00	-249.92	14.79	46.98
2018-08-04 18:30:00	-249.9	14.79	46.15
2018-08-04 18:45:00	-249.88	14.83	43.98
2018-08-04 19:00:00	-249.83	14.79	41.46
2018-08-04 19:15:00	-249.84	14.83	39.53
2018-08-04 19:30:00	-249.84	14.79	37.86
2018-08-04 19:45:00	-249.9	14.79	36.3
2018-08-04 20:00:00	-249.94	14.83	34.86
2018-08-04 20:15:00	-249.9	14.79	33.66
2018-08-04 20:30:00	-249.92	14.79	32.58
2018-08-04 20:45:00	-249.93	14.83	31.35
2018-08-04 21:00:00	-249.9	14.79	30.15
2018-08-04 21:15:00	-249.88	14.83	28.96
2018-08-04 21:30:00	-249.84	14.79	27.83
2018-08-04 21:45:00	-249.84	14.79	26.86
2018-08-04 22:00:00	-249.83	14.83	26.01
2018-08-04 22:15:00	-249.82	14.83	25.25
2018-08-04 22:30:00	-249.78	14.83	24.53
2018-08-04 22:45:00	-249.73	14.79	23.86
2018-08-04 23:00:00	-249.67	14.83	23.25
2018-08-04 23:15:00	-249.63	14.83	22.71
2018-08-04 23:30:00	-249.59	14.83	22.24
2018-08-04 23:45:00	-249.55	14.83	21.77
2018-08-05 00:00:00	-249.5	14.83	21.36
2018-08-05 00:15:00	-249.47	14.83	20.96
2018-08-05 00:30:00	-249.44	14.83	20.59
2018-08-05 00:45:00	-249.4	14.83	20.22
2018-08-05 01:00:00	-249.37	14.83	19.83
2018-08-05 01:15:00	-249.31	14.83	19.46
2018-08-05 01:30:00	-249.27	14.83	19.13
2018-08-05 01:45:00	-249.25	14.83	18.84
2018-08-05 02:00:00	-249.19	14.83	18.5
2018-08-05 02:15:00	-249.16	14.83	18.17
2018-08-05 02:30:00	-249.1	14.83	17.84
2018-08-05 02:45:00	-249.04	14.83	17.43
2018-08-05 03:00:00	-248.97	14.83	17.03
2018-08-05 03:15:00	-248.93	14.83	16.55
2018-08-05 03:30:00	-248.84	14.83	16.14
2018-08-05 03:45:00	-248.81	14.83	15.77
2018-08-05 04:00:00	-248.77	14.83	15.51
2018-08-05 04:15:00	-248.72	14.83	15.26
2018-08-05 04:30:00	-248.62	14.83	15
2018-08-05 04:45:00	-248.58	14.83	14.71
2018-08-05 05:00:00	-248.55	14.83	14.42
2018-08-05 05:15:00	-248.55	14.83	14.17
2018-08-05 05:30:00	-248.51	14.83	13.92
2018-08-05 05:45:00	-248.45	14.83	13.67
2018-08-05 06:00:00	-248.45	14.83	13.51
2018-08-05 06:15:00	-248.43	14.83	13.38
2018-08-05 06:30:00	-248.39	14.83	13.42
2018-08-05 06:45:00	-248.36	14.83	13.67
2018-08-05 07:00:00	-248.38	14.83	14
2018-08-05 07:15:00	-248.35	14.83	14.5
2018-08-05 07:30:00	-248.31	14.83	15
2018-08-05 07:45:00	-248.33	14.83	15.48
2018-08-05 08:00:00	-248.31	14.83	15.96
2018-08-05 08:15:00	-248.29	14.87	16.44
2018-08-05 08:30:00	-248.26	14.83	16.99
2018-08-05 08:45:00	-248.25	14.83	17.58
2018-08-05 09:00:00	-248.22	14.83	18.14
2018-08-05 09:15:00	-248.24	14.87	18.8
2018-08-05 09:30:00	-248.28	14.83	19.46
2018-08-05 09:45:00	-248.31	14.83	19.91
2018-08-05 10:00:00	-248.34	14.87	20.18
2018-08-05 10:15:00	-248.36	14.83	20.72
2018-08-05 10:30:00	-248.41	14.87	21.57
2018-08-05 10:45:00	-248.55	14.83	22.14
2018-08-05 11:00:00	-248.63	14.83	23.08
2018-08-05 11:15:00	-248.79	14.87	24.26
2018-08-05 11:30:00	-248.94	14.83	25.1
2018-08-05 11:45:00	-249.14	14.83	26.38
2018-08-05 12:00:00	-249.27	14.83	27.39
2018-08-05 12:15:00	-249.44	14.87	28.33
2018-08-05 12:30:00	-249.58	14.87	29.31
2018-08-05 12:45:00	-249.71	14.83	30.45
2018-08-05 13:00:00	-249.87	14.83	31.38
2018-08-05 13:15:00	-249.99	14.83	32.34
