
Datum	Waterstand	Temperatuur water	Temperatuur intern
2018-06-26 07:15:00	-194.76	13.26	10.49
2018-06-26 07:30:00	-194.69	13.26	10.9
2018-06-26 07:45:00	-194.63	13.22	11.23
2018-06-26 08:00:00	-194.61	13.26	11.6
2018-06-26 08:15:00	-194.58	13.26	12.06
2018-06-26 08:30:00	-194.58	13.26	12.56
2018-06-26 08:45:00	-194.53	13.26	12.97
2018-06-26 09:00:00	-194.52	13.26	13.47
2018-06-26 09:15:00	-194.52	13.26	13.88
2018-06-26 09:30:00	-194.51	13.26	14.42
2018-06-26 09:45:00	-194.5	13.26	15.33
2018-06-26 10:00:00	-194.5	13.26	16.22
2018-06-26 10:15:00	-194.57	13.26	17.95
2018-06-26 10:30:00	-194.63	13.26	19.21
2018-06-26 10:45:00	-194.67	13.26	19.87
2018-06-26 11:00:00	-194.73	13.26	20.96
2018-06-26 11:15:00	-194.79	13.26	22.31
2018-06-26 11:30:00	-194.83	13.26	23.22
2018-06-26 11:45:00	-194.93	13.26	24.29
2018-06-26 12:00:00	-194.98	13.26	25.32
2018-06-26 12:15:00	-195.03	13.26	26.23
2018-06-26 12:30:00	-195.15	13.26	27.17
2018-06-26 12:45:00	-195.2	13.26	28.08
2018-06-26 13:00:00	-195.25	13.26	28.99
2018-06-26 13:15:00	-195.35	13.26	29.78
2018-06-26 13:30:00	-195.46	13.26	30.63
2018-06-26 13:45:00	-195.56	13.26	31.5
2018-06-26 14:00:00	-195.63	13.26	32.43
2018-06-26 14:15:00	-195.73	13.26	33.42
2018-06-26 14:30:00	-195.82	13.26	34.38
2018-06-26 14:45:00	-195.92	13.26	35.19
2018-06-26 15:00:00	-196	13.26	35.98
2018-06-26 15:15:00	-196.11	13.26	36.6
2018-06-26 15:30:00	-196.13	13.26	37.27
2018-06-26 15:45:00	-196.22	13.26	37.95
2018-06-26 16:00:00	-196.3	13.26	38.62
2018-06-26 16:15:00	-196.37	13.26	39.29
2018-06-26 16:30:00	-196.45	13.26	39.85
2018-06-26 16:45:00	-196.52	13.26	40.23
2018-06-26 17:00:00	-196.57	13.26	40.5
2018-06-26 17:15:00	-196.62	13.26	40.73
2018-06-26 17:30:00	-196.63	13.26	40.91
2018-06-26 17:45:00	-196.68	13.26	40.91
2018-06-26 18:00:00	-196.73	13.26	40.67
2018-06-26 18:15:00	-196.78	13.26	40.29
2018-06-26 18:30:00	-196.85	13.26	39.82
2018-06-26 18:45:00	-196.91	13.26	39.27
2018-06-26 19:00:00	-196.95	13.26	38.41
2018-06-26 19:15:00	-197.06	13.26	37.39
2018-06-26 19:30:00	-197.11	13.26	36.24
2018-06-26 19:45:00	-197.19	13.26	35.1
2018-06-26 20:00:00	-197.23	13.26	33.99
2018-06-26 20:15:00	-197.23	13.26	32.85
2018-06-26 20:30:00	-197.27	13.26	31.68
2018-06-26 20:45:00	-197.27	13.26	30.36
2018-06-26 21:00:00	-197.23	13.26	28.71
2018-06-26 21:15:00	-197.18	13.26	27.14
2018-06-26 21:30:00	-197.13	13.26	25.57
2018-06-26 21:45:00	-197.14	13.26	24.06
2018-06-26 22:00:00	-197.1	13.26	22.58
2018-06-26 22:15:00	-197.07	13.26	21.23
2018-06-26 22:30:00	-196.98	13.26	20.05
2018-06-26 22:45:00	-196.92	13.3	18.95
2018-06-26 23:00:00	-196.83	13.26	17.99
2018-06-26 23:15:00	-196.73	13.26	17.21
2018-06-26 23:30:00	-196.68	13.26	16.55
2018-06-26 23:45:00	-196.6	13.26	15.99
2018-06-27 00:00:00	-196.48	13.3	15.51
2018-06-27 00:15:00	-196.39	13.26	15.07
2018-06-27 00:30:00	-196.25	13.3	14.58
2018-06-27 00:45:00	-196.16	13.26	14.17
2018-06-27 01:00:00	-196.11	13.3	13.8
2018-06-27 01:15:00	-196.02	13.26	13.47
2018-06-27 01:30:00	-195.94	13.26	13.14
2018-06-27 01:45:00	-195.87	13.3	12.85
2018-06-27 02:00:00	-195.79	13.26	12.56
2018-06-27 02:15:00	-195.69	13.26	12.27
2018-06-27 02:30:00	-195.59	13.26	12.06
2018-06-27 02:45:00	-195.54	13.3	11.81
2018-06-27 03:00:00	-195.48	13.26	11.6
2018-06-27 03:15:00	-195.39	13.26	11.44
2018-06-27 03:30:00	-195.32	13.26	11.27
2018-06-27 03:45:00	-195.31	13.3	11.15
2018-06-27 04:00:00	-195.22	13.3	11.02
2018-06-27 04:15:00	-195.15	13.3	10.9
2018-06-27 04:30:00	-195.1	13.3	10.78
2018-06-27 04:45:00	-195.08	13.3	10.69
2018-06-27 05:00:00	-195.1	13.3	10.57
2018-06-27 05:15:00	-195.08	13.3	10.45
2018-06-27 05:30:00	-195.04	13.3	10.36
2018-06-27 05:45:00	-195.03	13.3	10.28
2018-06-27 06:00:00	-194.99	13.3	10.28
2018-06-27 06:15:00	-194.98	13.3	10.28
2018-06-27 06:30:00	-194.9	13.26	10.32
2018-06-27 06:45:00	-194.84	13.26	10.45
2018-06-27 07:00:00	-194.82	13.3	10.61
2018-06-27 07:15:00	-194.76	13.3	10.9
2018-06-27 07:30:00	-194.73	13.3	11.19
2018-06-27 07:45:00	-194.71	13.3	11.48
2018-06-27 08:00:00	-194.72	13.3	11.77
2018-06-27 08:15:00	-194.68	13.3	12.18
2018-06-27 08:30:00	-194.69	13.26	13.01
2018-06-27 08:45:00	-194.69	13.3	14.13
2018-06-27 09:00:00	-194.76	13.26	15.33
2018-06-27 09:15:00	-194.83	13.3	16.4
2018-06-27 09:30:00	-194.83	13.26	17.66
2018-06-27 09:45:00	-194.84	13.3	19.06
2018-06-27 10:00:00	-194.91	13.3	20.42
2018-06-27 10:15:00	-194.96	13.3	21.67
2018-06-27 10:30:00	-195.03	13.3	22.78
2018-06-27 10:45:00	-195.09	13.3	23.89
2018-06-27 11:00:00	-195.16	13.26	25
2018-06-27 11:15:00	-195.25	13.3	26.01
2018-06-27 11:30:00	-195.35	13.3	26.89
2018-06-27 11:45:00	-195.47	13.26	27.61
2018-06-27 12:00:00	-195.54	13.3	28.52
2018-06-27 12:15:00	-195.61	13.3	29.56
2018-06-27 12:30:00	-195.73	13.3	30.57
2018-06-27 12:45:00	-195.78	13.3	31.53
2018-06-27 13:00:00	-195.94	13.3	32.52
2018-06-27 13:15:00	-196.06	13.3	33.48
2018-06-27 13:30:00	-196.18	13.3	34.35
2018-06-27 13:45:00	-196.3	13.3	35.19
2018-06-27 14:00:00	-196.44	13.3	36.01
2018-06-27 14:15:00	-196.63	13.3	36.83
2018-06-27 14:30:00	-196.73	13.3	37.56
2018-06-27 14:45:00	-196.91	13.3	38.12
2018-06-27 15:00:00	-197.02	13.3	38.8
2018-06-27 15:15:00	-197.11	13.3	39.5
2018-06-27 15:30:00	-197.21	13.3	40.32
2018-06-27 15:45:00	-197.32	13.3	41.05
2018-06-27 16:00:00	-197.39	13.26	41.11
2018-06-27 16:15:00	-197.44	13.3	41.02
2018-06-27 16:30:00	-197.55	13.3	41.08
2018-06-27 16:45:00	-197.65	13.3	41.76
2018-06-27 17:00:00	-197.74	13.3	42.08
2018-06-27 17:15:00	-197.7	13.26	42.26
2018-06-27 17:30:00	-197.77	13.26	40.97
2018-06-27 17:45:00	-197.77	13.3	40.91
2018-06-27 18:00:00	-197.8	13.3	39.27
2018-06-27 18:15:00	-197.85	13.3	38.21
2018-06-27 18:30:00	-197.91	13.3	37.04
2018-06-27 18:45:00	-198.03	13.3	36.77
2018-06-27 19:00:00	-198.09	13.3	36.27
2018-06-27 19:15:00	-198.19	13.3	35.98
2018-06-27 19:30:00	-198.29	13.3	35.3
2018-06-27 19:45:00	-198.4	13.3	34.74
2018-06-27 20:00:00	-198.39	13.3	34.14
2018-06-27 20:15:00	-198.5	13.26	33.45
2018-06-27 20:30:00	-198.51	13.3	32.61
2018-06-27 20:45:00	-198.51	13.3	31.53
2018-06-27 21:00:00	-198.54	13.3	30.3
2018-06-27 21:15:00	-198.5	13.3	28.93
2018-06-27 21:30:00	-198.46	13.3	27.39
2018-06-27 21:45:00	-198.42	13.3	25.88
2018-06-27 22:00:00	-198.35	13.3	24.29
2018-06-27 22:15:00	-198.32	13.3	22.78
2018-06-27 22:30:00	-198.25	13.3	21.43
2018-06-27 22:45:00	-198.18	13.3	20.29
2018-06-27 23:00:00	-198.11	13.3	19.17
2018-06-27 23:15:00	-198.03	13.3	18.21
2018-06-27 23:30:00	-197.97	13.3	17.4
2018-06-27 23:45:00	-197.86	13.3	16.7
2018-06-28 00:00:00	-197.8	13.3	16.1
2018-06-28 00:15:00	-197.72	13.3	15.59
2018-06-28 00:30:00	-197.67	13.3	15.14
2018-06-28 00:45:00	-197.59	13.3	14.75
2018-06-28 01:00:00	-197.5	13.3	14.38
2018-06-28 01:15:00	-197.42	13.3	14.05
2018-06-28 01:30:00	-197.36	13.3	13.71
2018-06-28 01:45:00	-197.26	13.3	13.47
2018-06-28 02:00:00	-197.21	13.3	13.18
2018-06-28 02:15:00	-197.12	13.3	12.97
2018-06-28 02:30:00	-197.05	13.3	12.76
2018-06-28 02:45:00	-197	13.3	12.56
2018-06-28 03:00:00	-196.95	13.3	12.39
2018-06-28 03:15:00	-196.84	13.3	12.18
2018-06-28 03:30:00	-196.79	13.3	11.98
2018-06-28 03:45:00	-196.7	13.3	11.85
2018-06-28 04:00:00	-196.65	13.3	11.65
2018-06-28 04:15:00	-196.59	13.3	11.44
2018-06-28 04:30:00	-196.52	13.3	11.27
2018-06-28 04:45:00	-196.49	13.34	11.15
2018-06-28 05:00:00	-196.44	13.34	11.02
2018-06-28 05:15:00	-196.43	13.34	10.9
2018-06-28 05:30:00	-196.35	13.34	10.78
2018-06-28 05:45:00	-196.31	13.34	10.69
2018-06-28 06:00:00	-196.25	13.3	10.61
2018-06-28 06:15:00	-196.22	13.3	10.61
2018-06-28 06:30:00	-196.16	13.3	10.61
2018-06-28 06:45:00	-196.1	13.3	10.69
2018-06-28 07:00:00	-196.06	13.34	10.9
2018-06-28 07:15:00	-196.01	13.3	11.31
2018-06-28 07:30:00	-195.95	13.34	11.77
2018-06-28 07:45:00	-195.95	13.34	12.06
2018-06-28 08:00:00	-195.95	13.34	12.39
2018-06-28 08:15:00	-195.97	13.3	12.89
2018-06-28 08:30:00	-195.99	13.34	13.96
2018-06-28 08:45:00	-196.04	13.34	15.44
2018-06-28 09:00:00	-196.07	13.3	16.92
2018-06-28 09:15:00	-196.1	13.34	18.39
2018-06-28 09:30:00	-196.17	13.34	19.94
2018-06-28 09:45:00	-196.27	13.3	21.46
2018-06-28 10:00:00	-196.33	13.34	22.98
2018-06-28 10:15:00	-196.53	13.3	24.43
2018-06-28 10:30:00	-196.65	13.3	25.82
2018-06-28 10:45:00	-196.76	13.3	27.08
2018-06-28 11:00:00	-196.86	13.3	28.21
2018-06-28 11:15:00	-197	13.34	29.15
2018-06-28 11:30:00	-197.12	13.34	30.03
2018-06-28 11:45:00	-197.24	13.34	30.69
2018-06-28 12:00:00	-197.36	13.34	31.38
2018-06-28 12:15:00	-197.5	13.34	31.95
2018-06-28 12:30:00	-197.63	13.3	32.67
2018-06-28 12:45:00	-197.74	13.3	33.18
2018-06-28 13:00:00	-197.91	13.34	33.51
2018-06-28 13:15:00	-198.14	13.34	33.99
2018-06-28 13:30:00	-198.18	13.34	34.23
2018-06-28 13:45:00	-198.34	13.3	34.98
2018-06-28 14:00:00	-198.44	13.3	35.6
2018-06-28 14:15:00	-198.54	13.34	36.62
2018-06-28 14:30:00	-198.68	13.3	37.33
2018-06-28 14:45:00	-198.76	13.3	38.41
2018-06-28 15:00:00	-198.71	13.3	38.91
2018-06-28 15:15:00	-198.86	13.34	39.53
2018-06-28 15:30:00	-198.88	13.34	39.41
2018-06-28 15:45:00	-198.96	13.3	39.79
2018-06-28 16:00:00	-199.08	13.3	39.97
2018-06-28 16:15:00	-199.17	13.34	40.73
2018-06-28 16:30:00	-199.26	13.3	41.7
2018-06-28 16:45:00	-199.38	13.34	42.49
2018-06-28 17:00:00	-199.52	13.34	43.08
2018-06-28 17:15:00	-199.6	13.3	43.52
2018-06-28 17:30:00	-199.67	13.34	43.4
2018-06-28 17:45:00	-199.66	13.34	42.61
2018-06-28 18:00:00	-199.79	13.34	42.37
2018-06-28 18:15:00	-199.81	13.3	41.55
2018-06-28 18:30:00	-199.83	13.34	40.2
2018-06-28 18:45:00	-199.87	13.34	39.65
2018-06-28 19:00:00	-199.95	13.3	38.94
2018-06-28 19:15:00	-200	13.3	38.09
2018-06-28 19:30:00	-200	13.34	37.04
2018-06-28 19:45:00	-200.04	13.34	36.18
2018-06-28 20:00:00	-200.1	13.34	35.39
2018-06-28 20:15:00	-200.15	13.34	34.44
2018-06-28 20:30:00	-200.14	13.34	33.3
2018-06-28 20:45:00	-200.15	13.34	32.04
2018-06-28 21:00:00	-200.16	13.34	30.72
2018-06-28 21:15:00	-200.11	13.34	29.31
2018-06-28 21:30:00	-200.02	13.34	27.8
2018-06-28 21:45:00	-199.94	13.34	26.32
2018-06-28 22:00:00	-199.94	13.34	24.87
2018-06-28 22:15:00	-199.89	13.34	23.52
2018-06-28 22:30:00	-199.83	13.34	22.27
2018-06-28 22:45:00	-199.76	13.34	21.23
2018-06-28 23:00:00	-199.67	13.34	20.35
2018-06-28 23:15:00	-199.58	13.34	19.54
2018-06-28 23:30:00	-199.52	13.34	18.84
2018-06-28 23:45:00	-199.46	13.34	18.21
2018-06-29 00:00:00	-199.39	13.34	17.69
2018-06-29 00:15:00	-199.3	13.34	17.25
2018-06-29 00:30:00	-199.24	13.34	16.88
2018-06-29 00:45:00	-199.19	13.34	16.7
2018-06-29 01:00:00	-199.14	13.34	16.51
2018-06-29 01:15:00	-199.09	13.34	16.33
2018-06-29 01:30:00	-199.07	13.34	16.14
2018-06-29 01:45:00	-199.01	13.34	15.92
2018-06-29 02:00:00	-198.93	13.34	15.74
2018-06-29 02:15:00	-198.86	13.34	15.55
2018-06-29 02:30:00	-198.8	13.34	15.33
2018-06-29 02:45:00	-198.71	13.34	15.14
2018-06-29 03:00:00	-198.66	13.34	14.87
2018-06-29 03:15:00	-198.56	13.34	14.58
2018-06-29 03:30:00	-198.51	13.34	14.38
2018-06-29 03:45:00	-198.42	13.34	14.17
2018-06-29 04:00:00	-198.29	13.34	13.92
2018-06-29 04:15:00	-198.27	13.34	13.76
2018-06-29 04:30:00	-198.19	13.34	13.55
2018-06-29 04:45:00	-198.12	13.34	13.38
2018-06-29 05:00:00	-198.12	13.34	13.22
2018-06-29 05:15:00	-198.07	13.34	13.09
2018-06-29 05:30:00	-198.02	13.34	12.89
2018-06-29 05:45:00	-197.93	13.34	12.76
2018-06-29 06:00:00	-197.9	13.34	12.64
2018-06-29 06:15:00	-197.85	13.38	12.6
2018-06-29 06:30:00	-197.82	13.34	12.56
2018-06-29 06:45:00	-197.81	13.34	12.6
2018-06-29 07:00:00	-197.76	13.34	12.76
2018-06-29 07:15:00	-197.74	13.34	13.09
2018-06-29 07:30:00	-197.74	13.34	13.42
2018-06-29 07:45:00	-197.76	13.34	13.67
2018-06-29 08:00:00	-197.77	13.34	13.96
2018-06-29 08:15:00	-197.76	13.34	14.46
2018-06-29 08:30:00	-197.77	13.34	15.44
2018-06-29 08:45:00	-197.77	13.34	16.81
2018-06-29 09:00:00	-197.8	13.34	18.25
2018-06-29 09:15:00	-197.85	13.34	19.46
2018-06-29 09:30:00	-197.95	13.38	20.72
2018-06-29 09:45:00	-198.03	13.34	22
2018-06-29 10:00:00	-198.13	13.34	23.28
2018-06-29 10:15:00	-198.27	13.34	24.53
2018-06-29 10:30:00	-198.42	13.38	25.66
2018-06-29 10:45:00	-198.59	13.34	26.76
2018-06-29 11:00:00	-198.72	13.34	27.83
2018-06-29 11:15:00	-198.85	13.34	28.84
2018-06-29 11:30:00	-198.9	13.38	29.87
2018-06-29 11:45:00	-199.03	13.34	30.93
2018-06-29 12:00:00	-199.18	13.34	31.98
2018-06-29 12:15:00	-199.3	13.34	32.94
2018-06-29 12:30:00	-199.46	13.34	33.81
2018-06-29 12:45:00	-199.6	13.34	34.5
2018-06-29 13:00:00	-199.73	13.34	35.19
2018-06-29 13:15:00	-199.84	13.34	35.98
2018-06-29 13:30:00	-200.05	13.38	36.77
2018-06-29 13:45:00	-200.11	13.38	37.45
2018-06-29 14:00:00	-200.22	13.34	38.3
2018-06-29 14:15:00	-200.31	13.34	39.09
2018-06-29 14:30:00	-200.34	13.34	39.97
2018-06-29 14:45:00	-200.47	13.34	40.79
2018-06-29 15:00:00	-200.55	13.34	41.55
2018-06-29 15:15:00	-200.67	13.34	42.26
2018-06-29 15:30:00	-200.75	13.34	42.99
2018-06-29 15:45:00	-200.85	13.34	43.66
2018-06-29 16:00:00	-200.97	13.34	44.28
2018-06-29 16:15:00	-201.04	13.34	44.83
2018-06-29 16:30:00	-201.11	13.34	45.43
2018-06-29 16:45:00	-201.19	13.34	45.91
2018-06-29 17:00:00	-201.17	13.34	46.38
2018-06-29 17:15:00	-201.23	13.34	46.83
2018-06-29 17:30:00	-201.27	13.34	47.07
2018-06-29 17:45:00	-201.32	13.34	47.07
2018-06-29 18:00:00	-201.37	13.34	46.83
2018-06-29 18:15:00	-201.43	13.34	46.53
2018-06-29 18:30:00	-201.46	13.34	46.03
2018-06-29 18:45:00	-201.45	13.34	45.28
2018-06-29 19:00:00	-201.52	13.34	44.28
2018-06-29 19:15:00	-201.53	13.34	43.13
2018-06-29 19:30:00	-201.56	13.34	41.82
2018-06-29 19:45:00	-201.53	13.34	40.44
2018-06-29 20:00:00	-201.48	13.34	38.97
2018-06-29 20:15:00	-201.43	13.34	37.51
2018-06-29 20:30:00	-201.4	13.34	35.95
2018-06-29 20:45:00	-201.35	13.34	34.32
2018-06-29 21:00:00	-201.3	13.38	32.64
2018-06-29 21:15:00	-201.25	13.34	30.87
2018-06-29 21:30:00	-201.23	13.34	29.09
2018-06-29 21:45:00	-201.21	13.34	27.61
2018-06-29 22:00:00	-201.09	13.34	26.32
2018-06-29 22:15:00	-201.01	13.38	25.19
2018-06-29 22:30:00	-200.95	13.34	24.09
2018-06-29 22:45:00	-200.9	13.34	23.12
2018-06-29 23:00:00	-200.84	13.38	22.31
2018-06-29 23:15:00	-200.78	13.38	21.57
2018-06-29 23:30:00	-200.71	13.34	20.89
2018-06-29 23:45:00	-200.64	13.34	20.29
2018-06-30 00:00:00	-200.56	13.34	19.76
2018-06-30 00:15:00	-200.45	13.38	19.21
2018-06-30 00:30:00	-200.39	13.34	18.73
2018-06-30 00:45:00	-200.36	13.38	18.25
2018-06-30 01:00:00	-200.27	13.38	17.77
2018-06-30 01:15:00	-200.2	13.34	17.36
2018-06-30 01:30:00	-200.13	13.38	16.95
2018-06-30 01:45:00	-200.08	13.38	16.58
2018-06-30 02:00:00	-200.02	13.38	16.25
2018-06-30 02:15:00	-199.97	13.34	15.88
2018-06-30 02:30:00	-199.89	13.34	15.59
2018-06-30 02:45:00	-199.83	13.38	15.29
2018-06-30 03:00:00	-199.76	13.38	15
2018-06-30 03:15:00	-199.66	13.34	14.67
2018-06-30 03:30:00	-199.62	13.38	14.42
2018-06-30 03:45:00	-199.54	13.38	14.17
2018-06-30 04:00:00	-199.45	13.38	13.88
2018-06-30 04:15:00	-199.36	13.38	13.67
2018-06-30 04:30:00	-199.33	13.38	13.47
2018-06-30 04:45:00	-199.25	13.38	13.26
2018-06-30 05:00:00	-199.21	13.38	13.05
2018-06-30 05:15:00	-199.12	13.34	12.89
2018-06-30 05:30:00	-199.1	13.38	12.76
2018-06-30 05:45:00	-199.07	13.38	12.6
2018-06-30 06:00:00	-198.98	13.38	12.56
2018-06-30 06:15:00	-198.94	13.38	12.47
2018-06-30 06:30:00	-199.01	13.38	12.51
2018-06-30 06:45:00	-198.97	13.34	12.56
2018-06-30 07:00:00	-198.94	13.38	12.68
2018-06-30 07:15:00	-198.91	13.38	12.93
2018-06-30 07:30:00	-198.85	13.38	13.22
2018-06-30 07:45:00	-198.76	13.38	13.51
2018-06-30 08:00:00	-198.71	13.34	13.8
2018-06-30 08:15:00	-198.71	13.38	14.29
2018-06-30 08:30:00	-198.7	13.34	15.14
2018-06-30 08:45:00	-198.68	13.38	16.25
2018-06-30 09:00:00	-198.66	13.38	17.43
2018-06-30 09:15:00	-198.73	13.38	18.65
2018-06-30 09:30:00	-198.77	13.38	19.87
2018-06-30 09:45:00	-198.83	13.38	21.09
2018-06-30 10:00:00	-198.88	13.38	22.31
2018-06-30 10:15:00	-198.96	13.38	23.49
2018-06-30 10:30:00	-199.09	13.34	24.63
2018-06-30 10:45:00	-199.1	13.38	25.66
2018-06-30 11:00:00	-199.23	13.38	26.7
2018-06-30 11:15:00	-199.33	13.34	27.89
2018-06-30 11:30:00	-199.45	13.38	29.02
2018-06-30 11:45:00	-199.57	13.38	30.09
2018-06-30 12:00:00	-199.71	13.38	31.14
2018-06-30 12:15:00	-199.83	13.38	32.19
2018-06-30 12:30:00	-199.95	13.38	33.12
2018-06-30 12:45:00	-199.99	13.38	33.9
2018-06-30 13:00:00	-200.18	13.38	34.5
2018-06-30 13:15:00	-200.29	13.38	35.3
2018-06-30 13:30:00	-200.4	13.38	36.21
2018-06-30 13:45:00	-200.51	13.38	37.18
2018-06-30 14:00:00	-200.64	13.38	38.06
2018-06-30 14:15:00	-200.75	13.38	38.77
2018-06-30 14:30:00	-200.87	13.38	39.41
2018-06-30 14:45:00	-200.93	13.34	40.12
2018-06-30 15:00:00	-201.09	13.38	40.26
2018-06-30 15:15:00	-201.2	13.38	40.97
2018-06-30 15:30:00	-201.36	13.38	41.14
2018-06-30 15:45:00	-201.38	13.34	41.7
2018-06-30 16:00:00	-201.49	13.38	42.46
2018-06-30 16:15:00	-201.58	13.34	43.08
2018-06-30 16:30:00	-201.63	13.38	43.52
2018-06-30 16:45:00	-201.76	13.38	43.75
2018-06-30 17:00:00	-201.8	13.38	43.87
2018-06-30 17:15:00	-201.85	13.38	44.22
2018-06-30 17:30:00	-201.91	13.38	44.39
2018-06-30 17:45:00	-201.96	13.38	44.39
2018-06-30 18:00:00	-201.98	13.34	44.16
2018-06-30 18:15:00	-201.99	13.38	43.9
2018-06-30 18:30:00	-201.99	13.38	43.37
2018-06-30 18:45:00	-201.94	13.38	42.61
2018-06-30 19:00:00	-201.9	13.38	41.84
2018-06-30 19:15:00	-201.93	13.38	41
2018-06-30 19:30:00	-201.94	13.38	39.94
2018-06-30 19:45:00	-201.9	13.38	38.8
2018-06-30 20:00:00	-201.88	13.34	37.74
2018-06-30 20:15:00	-201.85	13.38	36.51
2018-06-30 20:30:00	-201.86	13.38	35.16
2018-06-30 20:45:00	-201.84	13.34	33.63
2018-06-30 21:00:00	-201.83	13.38	32.13
2018-06-30 21:15:00	-201.78	13.34	30.54
2018-06-30 21:30:00	-201.69	13.38	28.87
2018-06-30 21:45:00	-201.63	13.38	27.26
2018-06-30 22:00:00	-201.57	13.38	25.76
2018-06-30 22:15:00	-201.48	13.38	24.46
2018-06-30 22:30:00	-201.42	13.38	23.18
2018-06-30 22:45:00	-201.38	13.38	22.07
2018-06-30 23:00:00	-201.33	13.38	21.13
2018-06-30 23:15:00	-201.3	13.38	20.25
2018-06-30 23:30:00	-201.2	13.38	19.46
2018-06-30 23:45:00	-201.17	13.38	18.84
2018-07-01 00:00:00	-201.13	13.38	18.28
2018-07-01 00:15:00	-201.05	13.38	17.77
2018-07-01 00:30:00	-200.99	13.38	17.32
2018-07-01 00:45:00	-200.92	13.38	16.81
2018-07-01 01:00:00	-200.83	13.38	16.36
2018-07-01 01:15:00	-200.82	13.38	16.1
2018-07-01 01:30:00	-200.77	13.38	16.07
2018-07-01 01:45:00	-200.73	13.38	16.18
2018-07-01 02:00:00	-200.71	13.38	16.25
2018-07-01 02:15:00	-200.67	13.38	16.33
2018-07-01 02:30:00	-200.67	13.38	16.4
2018-07-01 02:45:00	-200.6	13.38	16.55
2018-07-01 03:00:00	-200.58	13.38	16.62
2018-07-01 03:15:00	-200.51	13.38	16.7
2018-07-01 03:30:00	-200.5	13.38	16.77
2018-07-01 03:45:00	-200.45	13.38	16.77
2018-07-01 04:00:00	-200.39	13.38	16.81
2018-07-01 04:15:00	-200.35	13.38	16.77
2018-07-01 04:30:00	-200.34	13.38	16.73
2018-07-01 04:45:00	-200.37	13.38	16.62
2018-07-01 05:00:00	-200.34	13.38	16.55
2018-07-01 05:15:00	-200.34	13.38	16.44
2018-07-01 05:30:00	-200.29	13.38	16.33
2018-07-01 05:45:00	-200.27	13.38	16.22
2018-07-01 06:00:00	-200.2	13.38	16.18
2018-07-01 06:15:00	-200.2	13.38	16.1
2018-07-01 06:30:00	-200.15	13.38	16.03
2018-07-01 06:45:00	-200.14	13.38	15.92
2018-07-01 07:00:00	-200.11	13.38	15.88
2018-07-01 07:15:00	-200.15	13.38	16.03
2018-07-01 07:30:00	-200.16	13.42	16.18
2018-07-01 07:45:00	-200.21	13.38	16.29
2018-07-01 08:00:00	-200.26	13.38	16.4
2018-07-01 08:15:00	-200.35	13.38	16.7
2018-07-01 08:30:00	-200.44	13.38	17.32
2018-07-01 08:45:00	-200.5	13.38	18.36
2018-07-01 09:00:00	-200.6	13.42	19.43
2018-07-01 09:15:00	-200.72	13.38	20.29
2018-07-01 09:30:00	-200.83	13.38	21.16
2018-07-01 09:45:00	-200.8	13.42	22
2018-07-01 10:00:00	-200.87	13.42	22.85
2018-07-01 10:15:00	-201.01	13.38	23.65
2018-07-01 10:30:00	-201.08	13.42	24.4
2018-07-01 10:45:00	-201.2	13.38	25.1
2018-07-01 11:00:00	-201.3	13.38	25.66
2018-07-01 11:15:00	-201.37	13.38	26.13
2018-07-01 11:30:00	-201.48	13.42	26.51
2018-07-01 11:45:00	-201.53	13.38	26.98
2018-07-01 12:00:00	-201.66	13.38	27.45
2018-07-01 12:15:00	-201.88	13.38	27.83
2018-07-01 12:30:00	-202.04	13.42	28.3
2018-07-01 12:45:00	-202.1	13.38	28.77
2018-07-01 13:00:00	-202.21	13.38	29.21
2018-07-01 13:15:00	-202.19	13.38	29.68
2018-07-01 13:30:00	-202.21	13.38	30.3
2018-07-01 13:45:00	-202.26	13.38	31.02
2018-07-01 14:00:00	-202.36	13.42	31.47
2018-07-01 14:15:00	-202.47	13.38	32.1
2018-07-01 14:30:00	-202.46	13.38	32.79
2018-07-01 14:45:00	-202.6	13.38	33.57
2018-07-01 15:00:00	-202.64	13.38	34.59
2018-07-01 15:15:00	-202.69	13.38	35.66
2018-07-01 15:30:00	-202.76	13.38	36.45
2018-07-01 15:45:00	-202.81	13.38	37.21
2018-07-01 16:00:00	-202.89	13.38	38.39
2018-07-01 16:15:00	-202.97	13.38	39.35
2018-07-01 16:30:00	-203.02	13.42	40.15
2018-07-01 16:45:00	-203.03	13.38	40.97
2018-07-01 17:00:00	-203.07	13.42	41.9
2018-07-01 17:15:00	-203.08	13.42	42.37
2018-07-01 17:30:00	-203.1	13.38	42.75
2018-07-01 17:45:00	-203.13	13.38	42.9
2018-07-01 18:00:00	-203.15	13.38	42.99
2018-07-01 18:15:00	-203.22	13.38	42.96
2018-07-01 18:30:00	-203.22	13.38	42.75
2018-07-01 18:45:00	-203.23	13.42	42.23
2018-07-01 19:00:00	-203.22	13.38	41.64
2018-07-01 19:15:00	-203.26	13.38	40.85
2018-07-01 19:30:00	-203.25	13.42	39.97
2018-07-01 19:45:00	-203.29	13.38	38.94
2018-07-01 20:00:00	-203.25	13.38	37.83
2018-07-01 20:15:00	-203.23	13.38	36.62
2018-07-01 20:30:00	-203.2	13.38	35.25
2018-07-01 20:45:00	-203.13	13.42	33.69
2018-07-01 21:00:00	-203.13	13.38	31.92
2018-07-01 21:15:00	-203.08	13.38	30.03
2018-07-01 21:30:00	-203.02	13.42	27.96
