"FILE","N","IQR","WISK","PERC.95"
"BAOL518X_B_B2129.csv",1008,1.54821064374997,5.37482322499989,4.86777017812504
"BAOL550X_B_004C3.csv",1295,1.45210819999994,5.37916666666649,3.75069701416677
"BAOL507X_B_004B5.csv",865,1.53874999999994,5.39105370000004,4.12730334
"BAOL548X_B_0055B.csv",925,1.64730910000014,5.40400000000005,3.60476466444388
"BAOL820X_P2_16674.csv",3079,1.36692547499979,5.43783993333295,4.54764311461548
"BAOL818X_P2_16673.csv",3079,1.37848901538445,5.45464460384619,4.6537236999999
"BAOL084X_U8327.csv",1109,1.38039411923069,5.45614702500018,3.98805950750009
"BAOL525X_B_004B8.csv",720,1.45443957083322,5.46289939999986,4.36219374999993
"BAOL108X_BA612.csv",793,1.48964155000021,5.49954234999996,4.02359679999984
"BAOL822X_P2_15621.csv",3555,1.3866152855768,5.51964323076936,4.15529562663462
"BAOL013A_L2546.csv",2492,1.4007588124999,5.52160004999985,6.49256439875
"BAOL552X_B_002A7.csv",1638,1.39434250865358,5.53252209999982,4.46630921250007
"BAOL006X_179843.csv",4033,1.38739254230779,5.53912299999996,5.60328593538465
"BAOL819X_P2_16661.csv",3041,1.41200996538453,5.58598261538441,4.14669297435898
"BAOL098X_A0000.csv",737,1.46000000000004,5.62749999999994,4.07300432000002
"BAOL077X_26425.csv",1896,1.41500000000011,5.63000000000011,4.248125
"BAOL826X_P2_15615.csv",679,1.46149131250013,5.64837226923055,5.16799087903856
"BAOL094X_R0051.csv",1258,1.47500000000011,5.64999999999986,7.07673977740409
"BAOL814X_P2_16670.csv",3043,1.43537419807672,5.65129911730776,4.51021261442272
"BAOL023X_L2520.csv",2339,1.42605209999999,5.65535395000018,4.06896242211539
"BAOL815X_P2_16660.csv",3081,1.45294329230774,5.74751435128178,4.3610777076924
"BAOL528X_B_B2128.csv",1081,1.5195956090904,5.77052903461561,36.4796896153848
"BAOL033X_C6550.csv",3878,1.46207876249986,5.81999999999994,4.03287499999992
"BAOL517X_B_0055C.csv",849,1.54407649999985,5.83073261666664,4.32927797333339
"BAOL542X_B_002A5.csv",2210,1.48436229999996,5.83547595362302,4.80449423541659
"BAOL100X_T5736.csv",781,1.55333534999977,5.94666666666649,4.41373190000007
"BAOL813X_P2_15555.csv",847,1.5368860576923,5.96642157692304,4.23021056961529
"BAOL515X_B_00558.csv",864,1.58408416250001,5.98720833333311,5.95964583333303
"BAOL102X_T5760.csv",363,1.775192876923,5.9978746666668,4.1930049425001
"BAOL090X_151137.csv",1850,1.52814028749998,6.0010274,4.81857916875015
"BAOL110X_637648.csv",304,1.64700120235027,6.00876189999985,4.20076052057692
"BAOL502X_B_00555.csv",782,1.54774482500002,6.0242973500001,4.62575244499996
"BAOL825X_P2_16665.csv",3508,1.51137679615371,6.02775973846178,4.66116864958301
"BAOL836X_P2_16668.csv",2538,1.51423017403852,6.0334907019228,6.24008284692319
"BAOL057X_78680.csv",1477,1.55249999999995,6.03448607500013,4.27074999999978
"BAOL012X_78680.csv",1573,1.52499999999998,6.04000000000019,5.47592259999992
"BAOL521X_B_006F8.csv",718,1.54983923750001,6.06648070000006,4.57670833333359
"BAOL551X_B_004AF.csv",981,1.54298170000015,6.08774999999991,4.39646518333331
"BAOL544X_B_002A6.csv",1637,1.55888522435902,6.12537799999996,4.48915299884629
"BAOL549X_B_005F8.csv",854,1.77066510208323,6.14000000000033,4.15569375000027
"BAOL022X_B5469.csv",7308,1.55486540000005,6.1626574500001,4.34209232000013
"BAOL833X_P2_15608.csv",1886,1.58558505721149,6.16946570000005,4.28792805624985
"BAOL523X_B_004B6.csv",689,1.58852019999995,6.17334933076938,4.81016816666677
"BAOL536X_B_0055A.csv",845,1.58476289999987,6.22936979999997,4.00748421000006
"BAOL533X_B_005FD.csv",845,1.64014982499998,6.25996770000006,4.11735642000026
"BAOL543X_B_002A8.csv",1854,1.59319771249994,6.27700000000016,6.24484098875016
"BAOL532X_B_004AD.csv",1005,1.60199999999986,6.31300184999986,4.60756243380971
"BAOL066X_B5554.csv",5790,1.58222521249998,6.31314255000007,6.28499999999992
"BAOL055X_555350.csv",645,1.72855479999987,6.33437460000005,7.3986495550001
"BAOL531X_B_00559.csv",669,1.60900000000004,6.34249999999952,13.0902749999999
"BAOL835X_P2_16672.csv",1721,1.60252652307713,6.37254254615402,4.66447751282089
"BAOL502X_B_B2131.csv",912,1.68204675000005,6.40500000000009,4.66784664374984
"BAOL516X_B_00631.csv",800,1.66004521249994,6.42287499999998,4.2955520833335
"BAOL088X_B5548.csv",841,1.96441369999991,6.43250000000006,4.99085859999991
"BAOL824X_P2_15563.csv",1547,1.64319474807689,6.43730440000013,7.10306874750007
"BAOL093X_78679.csv",4407,1.62012325000001,6.44627539999999,6.45249557211545
"BAOL038X_59979.csv",1721,1.67999999999984,6.45000000000016,4.98249999999996
"BAOL841X_P2_15696.csv",1117,1.67385810769224,6.47114699999997,5.30719026750006
