"name","mu","timestamp","rate","significance"
"BAOL001X_D0939",-1.18955167471656,2012-05-14 12:00:00,-1.72098682332211,0
"BAOL002X_78678",-2.09668078393732,2013-04-04 00:00:00,-9.48586866355713,1.34663041982952e-05
"BAOL004X_77561",-0.0981834853641253,2014-09-08 00:00:00,4.99238827552535,0
"BAOL005X_72525",-1.00019536158561,2010-01-01 12:00:00,0.722358394684641,0.0159958065360353
"BAOL005X_B5551",-1.5710186833213,2013-10-03 12:00:00,-0.448926356946114,0.00606298760514323
"BAOL006X_179843",-7.45007871221096,2017-03-16 12:00:00,-3.18990403551112,0.0019072248230626
"BAOL006X_555569",-8.08638060539334,2019-09-19 00:00:00,103.000377022827,0.811654782901454
"BAOL008X_72528",1.96615788122647,2011-04-26 12:00:00,-0.341537841323257,1.04197087957836e-07
"BAOL009X_78680",-2.53979362767336,2017-12-29 12:00:00,-26.086412786935,2.22044604925031e-16
"BAOL009X_78681",0.802134642155303,2010-06-15 00:00:00,1.56692277115832,0
"BAOL010X_637930",-5.4964575055438,2019-08-20 12:00:00,-1441.73448890729,0.719988655476231
"BAOL010X_78686",-9.34497663970506,2011-03-25 00:00:00,-0.387972071560375,0.000568214156323354
"BAOL012X_78680",1.84811558853361,2016-03-28 00:00:00,-10.1127478953829,0.000587690553721654
"BAOL012X_D1095",0.807266514860582,2010-06-13 12:00:00,-1.8858326217784,0
"BAOL013A_L2546",-4.72378892815302,2014-04-18 12:00:00,0.228996661250763,0.266989031099851
"BAOL014X_R6519",-1.83290664992121,2015-06-29 00:00:00,2.05383826250036,7.10747016796631e-11
"BAOL015X_72527",1.81372756622057,2012-10-09 00:00:00,3.79807072505968,0
"BAOL016X_77551",5.9467466523618,2011-09-02 00:00:00,-2.2358019613586,0
"BAOL016X_W1666",-259.9026303941,2019-08-25 12:00:00,-7438.78135758625,0
"BAOL017X_72523",-0.435612973483058,2010-11-08 12:00:00,-0.802120802673424,0
"BAOL018X_42112",-1.57335058644533,2010-10-23 00:00:00,11.9020611820465,0.889775636084757
"BAOL019X_77560",-3.93170758547374,2010-08-11 12:00:00,0.869469388079612,0
"BAOL021X_78685",-4.26042793395828,2013-12-26 12:00:00,3.98436839455724,0
"BAOL022X_B5469",-4.54769073753296,2010-01-01 12:00:00,0.0443223208932224,0.81838522888521
"BAOL023X_77556",-9.07690531321133,2015-06-06 00:00:00,10.6846904581558,0
"BAOL023X_L2520",-5.38337714417636,2012-11-30 00:00:00,0.44608002288364,0.276439182236191
"BAOL024X_B1015",-0.782267026247505,2010-01-16 12:00:00,-0.293068136213646,0.682486169594088
"BAOL027X_77554",-1.84464916054173,2015-03-09 00:00:00,5.69906037021697,0
"BAOL028X_78683",-1.01457175387277,2015-01-15 00:00:00,-2.83935016422386,0
